NOM,LAT,LNG,WKT
"Phoenix dactylifera","41,5411298030192","2,45644868672174","POINT (2.45644868672174 41.5411298030192)"
"Phoenix dactylifera","41,5411690875605","2,45635798325702","POINT (2.45635798325702 41.5411690875605)"
"Phoenix dactylifera","41,5411566713749","2,4564069885298","POINT (2.4564069885298 41.5411566713749)"
"Phoenix dactylifera","41,5410430005483","2,45654456722563","POINT (2.45654456722563 41.5410430005483)"
"Phoenix dactylifera","41,5410262048601","2,45648279895188","POINT (2.45648279895188 41.5410262048601)"
"Phoenix dactylifera","41,5410856529367","2,45650238916869","POINT (2.45650238916869 41.5410856529367)"
"--","41,5287905270436","2,43407797811345","POINT (2.43407797811345 41.5287905270436)"
"--","41,5288436233516","2,43414371436747","POINT (2.43414371436747 41.5288436233516)"
"--","41,5288863386785","2,43419354564235","POINT (2.43419354564235 41.5288863386785)"
"--","41,5289342219267","2,43424675960199","POINT (2.43424675960199 41.5289342219267)"
"--","41,5285311555593","2,43370981185184","POINT (2.43370981185184 41.5285311555593)"
"--","41,5423440263795","2,45447343352389","POINT (2.45447343352389 41.5423440263795)"
"--","41,5285796630973","2,43376590615608","POINT (2.43376590615608 41.5285796630973)"
"--","41,5287672148658","2,43398759977831","POINT (2.43398759977831 41.5287672148658)"
"--","41,5286257438714","2,43382141206081","POINT (2.43382141206081 41.5286257438714)"
"--","41,5286733929165","2,43387751401331","POINT (2.43387751401331 41.5286733929165)"
"--","41,5287218948396","2,43393246607021","POINT (2.43393246607021 41.5287218948396)"
"--","41,5288127401477","2,43404303398195","POINT (2.43404303398195 41.5288127401477)"
"--","41,528868155195","2,43410706640625","POINT (2.43410706640625 41.528868155195)"
"--","41,5289071907099","2,43415753121279","POINT (2.43415753121279 41.5289071907099)"
"--","41,5289556924997","2,43421248367625","POINT (2.43421248367625 41.5289556924997)"
"--","41,5289517960626","2,43433451408719","POINT (2.43433451408719 41.5289517960626)"
"--","41,5289662050564","2,43438973345445","POINT (2.43438973345445 41.5289662050564)"
"--","41,5282945745472","2,43356029921048","POINT (2.43356029921048 41.5282945745472)"
"--","41,5282743245187","2,43346725270109","POINT (2.43346725270109 41.5282743245187)"
"--","41,5282267190838","2,4334109700471","POINT (2.4334109700471 41.5282267190838)"
"--","41,5282491548455","2,43350291435801","POINT (2.43350291435801 41.5282491548455)"
"--","41,528201975292","2,43344593773993","POINT (2.43344593773993 41.528201975292)"
"--","41,5281522478336","2,43340368152117","POINT (2.43340368152117 41.5281522478336)"
"--","41,5280905521367","2,43339913787981","POINT (2.43339913787981 41.5280905521367)"
"--","41,5281553480441","2,4333540261282","POINT (2.4333540261282 41.5281553480441)"
"--","41,5280943858908","2,43335130890884","POINT (2.43335130890884 41.5280943858908)"
"Koelreuteria paniculata","41,5279776764622","2,43324444246958","POINT (2.43324444246958 41.5279776764622)"
"Lagunaria patersonii","41,5279395728187","2,43323614653661","POINT (2.43323614653661 41.5279395728187)"
"Lagunaria patersonii","41,5279849885527","2,43316023669534","POINT (2.43316023669534 41.5279849885527)"
"Koelreuteria paniculata","41,5279498093844","2,43315374805637","POINT (2.43315374805637 41.5279498093844)"
"Lagunaria patersonii","41,5279198197067","2,43310964200956","POINT (2.43310964200956 41.5279198197067)"
"Koelreuteria paniculata","41,5279441726161","2,43307341624793","POINT (2.43307341624793 41.5279441726161)"
"--","41,526992467331","2,43453809693166","POINT (2.43453809693166 41.526992467331)"
"--","41,5269457178396","2,43459088572384","POINT (2.43459088572384 41.5269457178396)"
"Quercus ilex ilex","41,542670496923","2,43484863271541","POINT (2.43484863271541 41.542670496923)"
"Quercus ilex ilex","41,5426043587991","2,43479639032844","POINT (2.43479639032844 41.5426043587991)"
"Quercus ilex ilex","41,5424418003694","2,43460490812074","POINT (2.43460490812074 41.5424418003694)"
"Celtis australis","41,539369517988","2,43357788458257","POINT (2.43357788458257 41.539369517988)"
"Ulmus pumila","41,5405282629848","2,43459511870681","POINT (2.43459511870681 41.5405282629848)"
"Platanus hispanica  (X) ´Acerifolia´","41,54061039225","2,4336592990228","POINT (2.4336592990228 41.54061039225)"
"Platanus hispanica  (X) ´Acerifolia´","41,5407974536245","2,43377897210897","POINT (2.43377897210897 41.5407974536245)"
"Platanus hispanica  (X) ´Acerifolia´","41,5406981370477","2,43375192671234","POINT (2.43375192671234 41.5406981370477)"
"Platanus hispanica  (X) ´Acerifolia´","41,5407477747696","2,43376166595655","POINT (2.43376166595655 41.5407477747696)"
"Platanus hispanica  (X) ´Acerifolia´","41,5408479371868","2,43379608763652","POINT (2.43379608763652 41.5408479371868)"
"Platanus hispanica  (X) ´Acerifolia´","41,5409812438087","2,43377534168658","POINT (2.43377534168658 41.5409812438087)"
"Platanus hispanica  (X) ´Acerifolia´","41,5410368627159","2,43385566564904","POINT (2.43385566564904 41.5410368627159)"
"Platanus hispanica  (X) ´Acerifolia´","41,5410928665743","2,43387698923073","POINT (2.43387698923073 41.5410928665743)"
"Platanus hispanica  (X) ´Acerifolia´","41,5412154355411","2,43393932023966","POINT (2.43393932023966 41.5412154355411)"
"Platanus hispanica  (X) ´Acerifolia´","41,541264954124","2,43397174879781","POINT (2.43397174879781 41.541264954124)"
"Prunus cerasifera","41,5417724879862","2,44948446316231","POINT (2.44948446316231 41.5417724879862)"
"Platanus hispanica  (X) ´Acerifolia´","41,5413628295684","2,43403999618609","POINT (2.43403999618609 41.5413628295684)"
"Platanus hispanica  (X) ´Acerifolia´","41,5414232351924","2,43408548318511","POINT (2.43408548318511 41.5414232351924)"
"Platanus hispanica  (X) ´Acerifolia´","41,5414629102132","2,43412575767498","POINT (2.43412575767498 41.5414629102132)"
"Platanus hispanica  (X) ´Acerifolia´","41,5415064646883","2,43417437282111","POINT (2.43417437282111 41.5415064646883)"
"Platanus hispanica  (X) ´Acerifolia´","41,5415918806188","2,43426785290425","POINT (2.43426785290425 41.5415918806188)"
"Platanus hispanica  (X) ´Acerifolia´","41,5416756345386","2,43435198242397","POINT (2.43435198242397 41.5416756345386)"
"Platanus hispanica  (X) ´Acerifolia´","41,5409406387625","2,43377363673268","POINT (2.43377363673268 41.5409406387625)"
"Cupressus sempervirens ´Europa Gold´","41,54167498886","2,43441898409687","POINT (2.43441898409687 41.54167498886)"
"Cupressus sempervirens ´Europa Gold´","41,5415596853727","2,43469684689395","POINT (2.43469684689395 41.5415596853727)"
"Cupressus sempervirens ´Europa Gold´","41,5416747455375","2,43491969097556","POINT (2.43491969097556 41.5416747455375)"
"Pinus pinea","41,5409892710948","2,43566916983909","POINT (2.43566916983909 41.5409892710948)"
"Prunus cerasifera","41,5441566315311","2,43468411763618","POINT (2.43468411763618 41.5441566315311)"
"Prunus cerasifera","41,5442180783537","2,43476064154696","POINT (2.43476064154696 41.5442180783537)"
"Prunus cerasifera","41,5442850072916","2,43485329874334","POINT (2.43485329874334 41.5442850072916)"
"Prunus cerasifera","41,5443579476912","2,43493241961722","POINT (2.43493241961722 41.5443579476912)"
"Prunus cerasifera","41,5444248014152","2,43500979587887","POINT (2.43500979587887 41.5444248014152)"
"Prunus cerasifera","41,5444903220197","2,43509077957069","POINT (2.43509077957069 41.5444903220197)"
"Prunus cerasifera","41,5445619823476","2,43518429526849","POINT (2.43518429526849 41.5445619823476)"
"Platanus hispanica  (X) ´Acerifolia´","41,5441072346687","2,43468691444048","POINT (2.43468691444048 41.5441072346687)"
"Platanus hispanica  (X) ´Acerifolia´","41,5441651255703","2,43475713308521","POINT (2.43475713308521 41.5441651255703)"
"Platanus hispanica  (X) ´Acerifolia´","41,5442352341253","2,43483983055857","POINT (2.43483983055857 41.5442352341253)"
"Platanus hispanica  (X) ´Acerifolia´","41,5443040184839","2,43492793352537","POINT (2.43492793352537 41.5443040184839)"
"Platanus hispanica  (X) ´Acerifolia´","41,5443666585601","2,43500260586197","POINT (2.43500260586197 41.5443666585601)"
"Platanus hispanica  (X) ´Acerifolia´","41,5444313687957","2,43508624978661","POINT (2.43508624978661 41.5444313687957)"
"Platanus hispanica  (X) ´Acerifolia´","41,5445035030755","2,43516893044344","POINT (2.43516893044344 41.5445035030755)"
"Platanus hispanica  (X) ´Acerifolia´","41,5445169930502","2,43533595732093","POINT (2.43533595732093 41.5445169930502)"
"Platanus hispanica  (X) ´Acerifolia´","41,5444479935919","2,43525009450575","POINT (2.43525009450575 41.5444479935919)"
"Platanus hispanica  (X) ´Acerifolia´","41,5443776478445","2,43516514241407","POINT (2.43516514241407 41.5443776478445)"
"Platanus hispanica  (X) ´Acerifolia´","41,5443107007131","2,43508465564835","POINT (2.43508465564835 41.5443107007131)"
"Platanus hispanica  (X) ´Acerifolia´","41,5442512306247","2,43501399234307","POINT (2.43501399234307 41.5442512306247)"
"Platanus hispanica  (X) ´Acerifolia´","41,5441795252299","2,43492725471444","POINT (2.43492725471444 41.5441795252299)"
"Platanus hispanica  (X) ´Acerifolia´","41,5441010135588","2,4348297893608","POINT (2.4348297893608 41.5441010135588)"
"Platanus hispanica  (X) ´Acerifolia´","41,5440442799403","2,43476629421211","POINT (2.43476629421211 41.5440442799403)"
"Platanus hispanica  (X) ´Acerifolia´","41,5446431947752","2,43548573119802","POINT (2.43548573119802 41.5446431947752)"
"Populus alba ´Pyramidalis´","41,5460022231765","2,43442161378879","POINT (2.43442161378879 41.5460022231765)"
"Populus alba ´Pyramidalis´","41,5459734002537","2,43444429275885","POINT (2.43444429275885 41.5459734002537)"
"Salix babylonica","41,5461020702965","2,43450896791068","POINT (2.43450896791068 41.5461020702965)"
"Salix babylonica","41,5462904824728","2,43458099278933","POINT (2.43458099278933 41.5462904824728)"
"Salix babylonica","41,5462827228685","2,43470903463764","POINT (2.43470903463764 41.5462827228685)"
"Celtis australis","41,5463387595269","2,43336023899217","POINT (2.43336023899217 41.5463387595269)"
"Celtis australis","41,5278725210287","2,42252866720502","POINT (2.42252866720502 41.5278725210287)"
"Celtis australis","41,5279238560684","2,42277034522961","POINT (2.42277034522961 41.5279238560684)"
"Celtis australis","41,5279378512747","2,42284834542573","POINT (2.42284834542573 41.5279378512747)"
"Celtis australis","41,527951721022","2,42291023289253","POINT (2.42291023289253 41.527951721022)"
"Celtis australis","41,5279826856536","2,4230543857908","POINT (2.4230543857908 41.5279826856536)"
"Celtis australis","41,5280602587413","2,42340108128028","POINT (2.42340108128028 41.5280602587413)"
"Celtis australis","41,5280741577189","2,4234688588968","POINT (2.4234688588968 41.5280741577189)"
"Celtis australis","41,5281140819634","2,4236434077727","POINT (2.4236434077727 41.5281140819634)"
"Celtis australis","41,5281906850857","2,42395046122904","POINT (2.42395046122904 41.5281906850857)"
"Celtis australis","41,528155441163","2,42380604554588","POINT (2.42380604554588 41.528155441163)"
"Celtis australis","41,5281718870056","2,42387699166826","POINT (2.42387699166826 41.5281718870056)"
"Celtis australis","41,5282541533616","2,42419484760183","POINT (2.42419484760183 41.5282541533616)"
"Celtis australis","41,5463340181317","2,43343316901926","POINT (2.43343316901926 41.5463340181317)"
"Celtis australis","41,5463323335264","2,43350247646416","POINT (2.43350247646416 41.5463323335264)"
"Celtis australis","41,5463362803229","2,43358032240238","POINT (2.43358032240238 41.5463362803229)"
"Celtis australis","41,546344803052","2,43365084182722","POINT (2.43365084182722 41.546344803052)"
"Celtis australis","41,5463586317665","2,43372515937215","POINT (2.43372515937215 41.5463586317665)"
"Celtis australis","41,5282696949787","2,42425672083687","POINT (2.42425672083687 41.5282696949787)"
"Celtis australis","41,5283290563437","2,42446732297776","POINT (2.42446732297776 41.5283290563437)"
"Celtis australis","41,5284135986703","2,42470780422302","POINT (2.42470780422302 41.5284135986703)"
"Celtis australis","41,5278311464285","2,4223721579312","POINT (2.4223721579312 41.5278311464285)"
"Celtis australis","41,5277125357814","2,42229008600248","POINT (2.42229008600248 41.5277125357814)"
"Celtis australis","41,5285615939003","2,42536192572397","POINT (2.42536192572397 41.5285615939003)"
"Celtis australis","41,5285786818969","2,42542504472146","POINT (2.42542504472146 41.5285786818969)"
"Celtis australis","41,5285957699491","2,42548816375171","POINT (2.42548816375171 41.5285957699491)"
"Celtis australis","41,5286291215694","2,42562126457382","POINT (2.42562126457382 41.5286291215694)"
"Celtis australis","41,5286479721217","2,42569350845367","POINT (2.42569350845367 41.5286479721217)"
"Celtis australis","41,5286668284234","2,42576689486695","POINT (2.42576689486695 41.5286668284234)"
"Celtis australis","41,5286856161418","2,42582657141788","POINT (2.42582657141788 41.5286856161418)"
"Celtis australis","41,528700122689","2,42588857093671","POINT (2.42588857093671 41.528700122689)"
"Celtis australis","41,5287206959217","2,42596194228921","POINT (2.42596194228921 41.5287206959217)"
"Celtis australis","41,5287378178028","2,42603191668122","POINT (2.42603191668122 41.5287378178028)"
"Celtis australis","41,5287705470017","2,42616821641148","POINT (2.42616821641148 41.5287705470017)"
"Celtis australis","41,5290425892967","2,42782892487912","POINT (2.42782892487912 41.5290425892967)"
"Celtis australis","41,5287885255882","2,42623056006922","POINT (2.42623056006922 41.5287885255882)"
"Celtis australis","41,5288013530664","2,42629294926768","POINT (2.42629294926768 41.5288013530664)"
"Celtis australis","41,5288194341606","2,42637585789385","POINT (2.42637585789385 41.5288194341606)"
"Celtis australis","41,5288356899722","2,42643707432645","POINT (2.42643707432645 41.5288356899722)"
"Celtis australis","41,5288476929047","2,42650632616575","POINT (2.42650632616575 41.5288476929047)"
"Celtis australis","41,5288657339707","2,42658123744353","POINT (2.42658123744353 41.5288657339707)"
"Celtis australis","41,5288777426026","2,42665163183738","POINT (2.42665163183738 41.5288777426026)"
"Celtis australis","41,5288897454057","2,42672088364269","POINT (2.42672088364269 41.5288897454057)"
"Celtis australis","41,5289017254802","2,4267855656084","POINT (2.4267855656084 41.5289017254802)"
"Celtis australis","41,5289154395649","2,42685365993424","POINT (2.42685365993424 41.5289154395649)"
"Platanus hispanica  (X) ´Acerifolia´","41,5356821864121","2,4289625387487","POINT (2.4289625387487 41.5356821864121)"
"Celtis australis","41,5257220327497","2,42967602985383","POINT (2.42967602985383 41.5257220327497)"
"Celtis australis","41,5256814592544","2,42961718935603","POINT (2.42961718935603 41.5256814592544)"
"Celtis australis","41,525640882896","2,42955777771212","POINT (2.42955777771212 41.525640882896)"
"Celtis australis","41,5256024726629","2,42950234582484","POINT (2.42950234582484 41.5256024726629)"
"Celtis australis","41,5255640595695","2,42944634278417","POINT (2.42944634278417 41.5255640595695)"
"Celtis australis","41,5252291629249","2,42889696420386","POINT (2.42889696420386 41.5252291629249)"
"Celtis australis","41,5252641778938","2,42895794356591","POINT (2.42895794356591 41.5252641778938)"
