NOM,ADRECA,CATEGORIA,TIPUS,WKT,LAT,LNG
"Escola Cirera","Avinguda del Corregiment de Mataró, 59. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.43699163019783 41.547058444847)","41,547058444847","2,43699163019783"
"Escola Germanes Bertomeu (educació infantil)","Ronda de Rafael Estrany, 2. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.45225039495019 41.5495243596879)","41,5495243596879","2,45225039495019"
"Parròquia de Maria Auxiliadora","Carrer de la Gatassa, 1. 08303 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.42535012489685 41.5406867978226)","41,5406867978226","2,42535012489685"
"Espai Jove Pla d'en Boet","Ronda de Francesc Macià, 103. 08302 Mataró (BARCELONA)","Serveis per a joves","Espai jove","POINT (2.4345190321936 41.5358081090341)","41,5358081090341","2,4345190321936"
"Escola Bressol municipal Cerdanyola","Carrer del Pedraforca, 2. Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.42808394498501 41.5364142666653)","41,5364142666653","2,42808394498501"
"Escola Bressol municipal Elna","Carrer de Marià Ribas i Bertran, 79. 08304 Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.43590018886248 41.5463149253687)","41,5463149253687","2,43590018886248"
"Escola Bressol municipal Els Garrofers","Carrer de Josep M. de Sagarra, 5. 08304 Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.44204344914973 41.5534612049475)","41,5534612049475","2,44204344914973"
"Escola Bressol municipal Els Menuts","Carrer de Francisco d'Herrera, 71. Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.45380045449833 41.543757244942)","41,543757244942","2,45380045449833"
"Escola Maria Mercè Marçal","Riera de Figuera Major, 60. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.44134005190931 41.553025907395)","41,553025907395","2,44134005190931"
"Escola Marta Mata","Carrer d'Aristòtil, 23. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.43452818608439 41.5510830830034)","41,5510830830034","2,43452818608439"
"Escola Rocafonda","Carrer de Tàrrega, 41. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.44705751477767 41.5506027626748)","41,5506027626748","2,44705751477767"
"Institut Damià Campeny","Plaça dels Bous, 5. 08301 Mataró (BARCELONA)","Educació","Ensenyament públic Secundari","POINT (2.44459364300271 41.5421916817148)","41,5421916817148","2,44459364300271"
"Institut Josep Puig i Cadafalch","Carrer de Sant Josep de Calassanç, 16. 08303 Mataró (BARCELONA)","Educació","Ensenyament públic Secundari","POINT (2.42611683368701 41.5454291351965)","41,5454291351965","2,42611683368701"
"Registre Civil","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Justícia","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Jutjat de Violència sobre la Dona","Carrer de Casto Méndez Núñez, 30. 08302 Mataró (BARCELONA)","Justícia","Jutjats","POINT (2.44044078589585 41.5329873238481)","41,5329873238481","2,44044078589585"
"Sala d'Exposicions de l'Associació Sant Lluch per l'Art Contemporani","Carrer de Bonaire, 25. 08301 Mataró (BARCELONA)","Cultura i Oci","Sales d'exposicions i galeries d'art","POINT (2.4454094940653 41.5415804621029)","41,5415804621029","2,4454094940653"
"La Destil·leria","Camí Ral, 282. 08301 Mataró (BARCELONA)","Cultura i Oci","Sales d'exposicions i galeries d'art","POINT (2.44781453940352 41.5385779551906)","41,5385779551906","2,44781453940352"
"Centre Social Carrer de Nàpols","Carrer de Nàpols, 18B. Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.42520919663898 41.5397204704295)","41,5397204704295","2,42520919663898"
"La Natura - Centre d'herbodietètica","Plaça de Can Xammar, 2. 08301 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44773088426618 41.5394335015204)","41,5394335015204","2,44773088426618"
"Jutjats - Fiscalia de Violència sobre la Dona","Carrer de Casto Méndez Núñez, 30. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.44044078589585 41.5329873238481)","41,5329873238481","2,44044078589585"
"Centre Cívic Rocafonda - El Palau","Carrer de Josep Punsola, 47. 08304 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Cívics","POINT (2.45093178809748 41.5489521736571)","41,5489521736571","2,45093178809748"
"Cinema Foment","Carrer Nou, 11. 08301 Mataró (BARCELONA)","Cultura i Oci","Cinemes","POINT (2.44477269108586 41.5409476029239)","41,5409476029239","2,44477269108586"
"Ensenyament concertat Sol-Ixent","Avinguda de la Gatassa, 68. 08303 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.42776242692166 41.5379300893709)","41,5379300893709","2,42776242692166"
"Ensenyament concertat GEM (infantil)","Passeig d'Antoni Martí Cabanellas, 25. 08304 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44501408249535 41.5466123151562)","41,5466123151562","2,44501408249535"
"Casa del Negrito","","Centres Cívics i Socials","Centres Socials","POINT (2.44209364756662 41.5457911084098)","41,5457911084098","2,44209364756662"
"Il·lustre Col·legi d'Advocats de Mataró","Carrer de Casto Méndez Núñez, 38. 08302 Mataró (BARCELONA)","Organismes externs","Collegis professionals","POINT (2.43985479863747 41.532507581163)","41,532507581163","2,43985479863747"
"Equip d'Atenció a l'Infància i l'Adolescència del Maresme","Plaça de Miquel Biada, 1. 08301 Mataró (BARCELONA)","Serveis per a joves","Oficines d'Atenció i informació per a joves","POINT (2.44490190833788 41.5333754466922)","41,5333754466922","2,44490190833788"
"Centre de Dia Cerdanyola","Avinguda de Josep Puig i Cadafalch, 210. 08303 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.42508309593626 41.5404569097324)","41,5404569097324","2,42508309593626"
"Llar d'infants Snoopy","Carrer de Sant Joan Bosco, 25. 08303 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.4242654733759 41.5394528024521)","41,5394528024521","2,4242654733759"
"Servei de Relacions Laborals i Assistència Jurídica","Carrer El Carreró, 15. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.44522582356204 41.5400580336859)","41,5400580336859","2,44522582356204"
"Servei de Tresoreria","Carrer El Carreró, 15. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.44522582356204 41.5400580336859)","41,5400580336859","2,44522582356204"
"Club de petanca L'Esplanada","Plaça de la Brisa, 11. 08301 Mataró (BARCELONA)","Esports","Pistes de petanca","POINT (2.44578433818203 41.5448147660814)","41,5448147660814","2,44578433818203"
"Ensenyament concertat Sagrat Cor de Jesús","Carrer de La Coma, 21. 08301 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44736706759671 41.5416771670476)","41,5416771670476","2,44736706759671"
"Ensenyament concertat Maristes Valldemia","La Riera, 124. Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44344801328552 41.5425938417271)","41,5425938417271","2,44344801328552"
"Ensenyament concertat GEM (primària)","Carrer d'Àvila, 9. 08304 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.4399032661664 41.5486551050107)","41,5486551050107","2,4399032661664"
"Ensenyament concertat Mare de Déu de Lourdes","Carrer de Ramon Llull, 5. 08302 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.43841165248279 41.5398990311203)","41,5398990311203","2,43841165248279"
"Escola Camí del Cros","Ronda del Cros, 13. 08303 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.42208898033841 41.5354104485275)","41,5354104485275","2,42208898033841"
"Escola Joan Coromines (educació infantil)","Carrer de Pascual Madoz, 22. 08301 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.44960329023822 41.5406827101748)","41,5406827101748","2,44960329023822"
"Càmping Touring Club Maresme de Catalunya","Veïnat de Valldeix, 15. 08304 Mataró (BARCELONA)","Allotjament","Càmpings","POINT (2.44453318441234 41.5606872909754)","41,5606872909754","2,44453318441234"
"CAP El Maresme - ICS","Camí del Mig, 36. 08302 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.43014567041679 41.5364998295583)","41,5364998295583","2,43014567041679"
"Casa de la Palmera","Carrer de Federico Carlo Gravina, 4. 08301 Mataró (BARCELONA)","Cultura i Oci","Associació cultural","POINT (2.44553819604507 41.5353461210554)","41,5353461210554","2,44553819604507"
"PFI Miquel Biada","Avinguda de Josep Puig i Cadafalch, 89. 08303 Mataró (BARCELONA)","Educació","Programes de Qualificació Professional Inicial (PQPI)","POINT (2.42940185248275 41.5400816370451)","41,5400816370451","2,42940185248275"
"Servei de Desenvolupament i Organització","Carrer El Carreró, 15. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.44522582356204 41.5400580336859)","41,5400580336859","2,44522582356204"
"Ermita de Santa Maria de Cirera","Carrer del Riu Segre, 1T. 08304 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.43146217209044 41.5614549184948)","41,5614549184948","2,43146217209044"
"Aparcament lliure - Ronda de Josep Tarradellas","","Mobilitat","Aparcament lliure","POINT (2.42096588064072 41.5373925202354)","41,5373925202354","2,42096588064072"
"Servei de Projectes Transversals, Participació i Ciutadania","Carrer de Juan Sebastián Elcano, 6. 08302 Mataró (BARCELONA)","Administració municipal","Àrea d'Acció Social","POINT (2.43552178933492 41.5358533810768)","41,5358533810768","2,43552178933492"
"Direcció d'Ensenyament","Baixada de les Figueretes, 1. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis a les Persones","POINT (2.44832796708389 41.5404221145739)","41,5404221145739","2,44832796708389"
"Direcció d'Ocupació i Promoció Econòmica","Carrer de Francisco d'Herrera, 70. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.45346857850506 41.5435980128769)","41,5435980128769","2,45346857850506"
"Escola Bressol municipal La Llàntia","Carrer de Galícia, 3. 08303 Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.42713007867303 41.5462958483136)","41,5462958483136","2,42713007867303"
"Escola Bressol municipal La Riereta","Ronda de Frederic Mistral, 8. 08304 Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.43844419260611 41.5498664269621)","41,5498664269621","2,43844419260611"
"Atenció a la Salut Sexual i Reproductiva","Ronda de Joan Prim, 35. 08302 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.43588676606596 41.5386732249864)","41,5386732249864","2,43588676606596"
"Ensenyament concertat Escola Pia Santa Anna (secundària)","Carrer de Sant Agustí, 59. 08301 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44607345603628 41.5355502900299)","41,5355502900299","2,44607345603628"
"Convent de les Caputxines","L'Esplanada, 59. 08301 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.44489391851335 41.5448367425674)","41,5448367425674","2,44489391851335"
"Convent de les Serventes de Maria","Carrer d'Onofre Arnau, 33. 08301 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.44470125445889 41.5427504044969)","41,5427504044969","2,44470125445889"
"Convent de les Tereses","Avinguda de Torner, 67. 08304 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.43968824437868 41.548300497181)","41,548300497181","2,43968824437868"
"Centre d'Educació especial Les Aigües","Ronda del Cros, 1. 08303 Mataró (BARCELONA)","Educació","Centres d'Educació especial","POINT (2.42355343337872 41.5345555136369)","41,5345555136369","2,42355343337872"
"Soleret","Ronda dels Països Catalans, 45. 08304 Mataró (BARCELONA)","Cultura i Oci","Centres comercials","POINT (2.44015916732809 41.5542946460627)","41,5542946460627","2,44015916732809"
"Centre de Dia MAP","Passatge de Lluís Gallifa, 14. 08302 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.43904282204233 41.5344319755916)","41,5344319755916","2,43904282204233"
"Centre Geriàtric Can Boada","Carrer dels Pirineus, 13. 08303 Mataró (BARCELONA)","Serveis socials","Centres residencials per a gent gran","POINT (2.43382739192187 41.5410627417063)","41,5410627417063","2,43382739192187"
"Llar Santa Maria Assumpta","Ronda d'Alfons XII, 127. 08302 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.43666688249705 41.537103712195)","41,537103712195","2,43666688249705"
"Llar d'infants Sol Ixent","Avinguda de la Gatassa, 68. 08303 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.42776242692166 41.5379300893709)","41,5379300893709","2,42776242692166"
"Llar Pla d'en Boet","Carrer de Sant Valentí, 9. 08302 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.43664545038379 41.5315731373696)","41,5315731373696","2,43664545038379"
"Centre de Dia Llar Sant Marc","Camí Ral, 357. 08301 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.44540032799841 41.5375133468161)","41,5375133468161","2,44540032799841"
"Centre de Dia Mediterrània","Carrer del Riu Francolí, 9. 08304 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.43430385068059 41.563558998593)","41,563558998593","2,43430385068059"
"Escola Montserrat Solà","Plaça dels Alocs, 1. Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.45451664711937 41.5418874949685)","41,5418874949685","2,45451664711937"
"Escola Tomàs Viñas","Passeig de Ramon Berenguer III, 130. 08303 Mataró (BARCELONA)","Educació","Ensenyament públic Infantil i Primària","POINT (2.42742283280126 41.5390886336681)","41,5390886336681","2,42742283280126"
"Jutjat de primera instància núm. 1","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Ensenyament concertat Escola Pia Santa Anna (primària)","La Rambla, 1. 08302 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.44497956522745 41.5379096703938)","41,5379096703938","2,44497956522745"
"Oficina de Turisme","La Riera, 48. 08301 Mataró (BARCELONA)","Turisme","Oficina de turisme","POINT (2.4447776359659 41.539838959823)","41,539838959823","2,4447776359659"
"Biblioteca Pública Pompeu Fabra","Passatge de Can Bonminyó, 6. 08302 Mataró (BARCELONA)","Cultura i Oci","Biblioteques","POINT (2.43360036342798 41.538209085763)","41,538209085763","2,43360036342798"
"Biblioteca Popular de la Fundació Iluro","Carrer d'En Pujol, 19. 08301 Mataró (BARCELONA)","Cultura i Oci","Biblioteques","POINT (2.44573386053012 41.5393162940535)","41,5393162940535","2,44573386053012"
"Equip d'Atenció a l'Infància i l'Adolescència de Mataró","Passatge de Francesc Ferrer i Guàrdia, 3. Mataró (BARCELONA)","Serveis per a joves","Oficines d'Atenció i informació per a joves","POINT (2.43459293599475 41.5355076417577)","41,5355076417577","2,43459293599475"
"Poliesportiu Municipal Eusebi Millán","Carrer de Sant Cugat, 146. 08302 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.43469517876113 41.5329303907244)","41,5329303907244","2,43469517876113"
"Residència Municipal Sant Josep","Muralla de Sant Llorenç, 9. 08302 Mataró (BARCELONA)","Serveis socials","Centres residencials per a gent gran","POINT (2.44355670414963 41.5390186909245)","41,5390186909245","2,44355670414963"
"Escola Superior de Ciències de la Salut Tecnocampus (ESCST)","Avinguda d'Ernest Lluch, 32. 08302 Mataró (BARCELONA)","Educació","Estudis universitaris","POINT (2.43468298017362 41.5283283221368)","41,5283283221368","2,43468298017362"
"Camp Municipal de Futbol Pla d'en Boet","Avinguda de Lluís Companys, 65. 08302 Mataró (BARCELONA)","Esports","Camps esportius municipals","POINT (2.43286990636158 41.5330043134044)","41,5330043134044","2,43286990636158"
"Gimnàs de Boxa del Velòdrom Municipal","Avinguda del Velòdrom, 27. 08304 Mataró (BARCELONA)","Esports","Altres -instal·lacions esportives-","POINT (2.44022259027142 41.5466802756711)","41,5466802756711","2,44022259027142"
"Europcar","Carrer de Sant Valentí, 26. 08302 Mataró (BARCELONA)","Mobilitat","Lloguer de vehicles","POINT (2.43639158930244 41.5320563533025)","41,5320563533025","2,43639158930244"
"Farmàcia de l'Havana","Camí Ral, 110. 08301 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.45273290117609 41.5408130426393)","41,5408130426393","2,45273290117609"
"Farmàcia Parc Central","Ronda d'Alfons X el Savi, 18. 08301 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.4436535103918 41.5451185686418)","41,5451185686418","2,4436535103918"
"Farmàcia Serrano","Ronda de Leopoldo O'donnell, 102. Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.43521801917037 41.5402923755759)","41,5402923755759","2,43521801917037"
"Farmàcia Alfonso-Cos","Avinguda d'Amèrica, 33. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44798985650506 41.5476462417902)","41,5476462417902","2,44798985650506"
"Farmàcia SPA","Carrer de Santa Maria, 3. 08301 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44647228030697 41.540671712011)","41,540671712011","2,44647228030697"
"Farmàcia Plana","Plaça de Cuba, 4. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44052462617249 41.5375668133602)","41,5375668133602","2,44052462617249"
"Centre de Dia AFAM","Carrer de Carlemany, 10. 08303 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.42231597645857 41.5394977331117)","41,5394977331117","2,42231597645857"
"Centre Especial de Treball (CEO) del Maresme","Carrer de Galícia, 191. 08304 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.42586484903561 41.5568763780935)","41,5568763780935","2,42586484903561"
"Centre de Dia Sent Actiu","Carrer de Roger de Flor, 40. 08302 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.43870220566383 41.541717888286)","41,541717888286","2,43870220566383"
"Centre Obert Municipal Pla d'en Boet","Passeig de Pau Claris, 31. 08302 Mataró (BARCELONA)","Serveis socials","Oficines de Serveis socials","POINT (2.43214336662548 41.5355821687355)","41,5355821687355","2,43214336662548"
"Farmàcia Simón","Avinguda de Jaume Recoder, 62. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44354049146084 41.5337304623718)","41,5337304623718","2,44354049146084"
"Farmàcia El Torrent","El Torrent, 7. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.4405992686131 41.5402673251852)","41,5402673251852","2,4405992686131"
"Farmàcia Coll-del-Rio","Carrer de Sant Cristòfor, 1. 08301 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44692885851627 41.539684267433)","41,539684267433","2,44692885851627"
"Farmàcia Mancho","La Riera, 10. 08301 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44499867359543 41.5386216420221)","41,5386216420221","2,44499867359543"
"Farmàcia de la Peña","La Rambla, 16. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44418409510273 41.5374354689708)","41,5374354689708","2,44418409510273"
"Farmàcia Fité","La Riera, 57. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44445823631549 41.5400963534006)","41,5400963534006","2,44445823631549"
"Farmàcia Coll","Carrer de Sant Josep, 30. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44325319956568 41.539552094577)","41,539552094577","2,44325319956568"
"Farmàcia Masjuan","Ronda de Jaume Ferran, 28. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.43676584184608 41.5484522150368)","41,5484522150368","2,43676584184608"
"Skate Park","Carretera de Barcelona, 2. Mataró (BARCELONA)","Esports","Altres -instal·lacions esportives-","POINT (2.43309415609027 41.5285279017885)","41,5285279017885","2,43309415609027"
"Sala Cabanyes","La Riera, 110. 08301 Mataró (BARCELONA)","Cultura i Oci","Arts escèniques","POINT (2.44369152219391 41.5421743169501)","41,5421743169501","2,44369152219391"
"Cos Nacional de Policia","Avinguda de la Gatassa, 15. 08303 Mataró (BARCELONA)","Seguretat","Comissaries","POINT (2.4302257801198 41.5370075679383)","41,5370075679383","2,4302257801198"
"Policia Local","Plaça de Granollers, 11. 08304 Mataró (BARCELONA)","Seguretat","Comissaries","POINT (2.43570448507209 41.5408819219977)","41,5408819219977","2,43570448507209"
"Mossos d'Esquadra","Avinguda de Lluís Companys, 87. 08302 Mataró (BARCELONA)","Seguretat","Comissaries","POINT (2.43334305027864 41.5319479731172)","41,5319479731172","2,43334305027864"
"Creu Roja Mataró","Carrer de l'Energia, 11. 08304 Mataró (BARCELONA)","Serveis sanitaris","Creu Roja","POINT (2.45266658136745 41.5514321363963)","41,5514321363963","2,45266658136745"
"Creu Roja del Mar","Passeig del Callao, 6. 08302 Mataró (BARCELONA)","Serveis sanitaris","Creu Roja","POINT (2.45419919738198 41.5389219740802)","41,5389219740802","2,45419919738198"
"Cementiri de les Valls","Carrer de Galícia, 207. 08304 Mataró (BARCELONA)","Serveis funeraris","Cementiris","POINT (2.42679613807806 41.5572245622245)","41,5572245622245","2,42679613807806"
"Farmàcia Olivé-Gatassa","Avinguda de la Gatassa, 71. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.42774105874041 41.5377185579744)","41,5377185579744","2,42774105874041"
"Farmàcia Elisa Barreda","Carrer d'Alemanya, 6. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.43133153909947 41.5466680967623)","41,5466680967623","2,43133153909947"
"Farmàcia Susana López","Ronda de Frederic Mistral, 26. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.43986249132784 41.5516124826069)","41,5516124826069","2,43986249132784"
"Farmàcia Majoral","Carrer de La Boixa, 1. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.42930581137514 41.547080304132)","41,547080304132","2,42930581137514"
"Farmàcia Barberà","Carrer de la Gatassa, 10. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.42545393642396 41.5407187650984)","41,5407187650984","2,42545393642396"
"Farmàcia Subirana Calvé","Carrer del Rosselló, 43. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.42515959171583 41.5388137413662)","41,5388137413662","2,42515959171583"
"Farmàcia Corona-Subirana","Passeig de Ramon Berenguer III, 75. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.42462887697482 41.5370216739531)","41,5370216739531","2,42462887697482"
"Farmàcia Vilardell","Avinguda de Josep Puig i Cadafalch, 256. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.42318345628221 41.540683831388)","41,540683831388","2,42318345628221"
"CPAN. Centre de Patrimoni Arqueològic i Natural","Carrer de Pablo Iglesias, 83. 08302 Mataró (BARCELONA)","Cultura i Oci","Arxius i Centres de documentació","POINT (2.43285314165926 41.5304288735613)","41,5304288735613","2,43285314165926"
"Llar Residència - La Ronda","Ronda d'Alfons XII, 87. 08302 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.43779413158661 41.5361978117358)","41,5361978117358","2,43779413158661"
"Deixalleria mòbil del Parc de Cerdanyola","Avinguda de la Gatassa, 130. 08303 Mataró (BARCELONA)","Residus","Deixelleries mòbils","POINT (2.42613163822766 41.5394893043275)","41,5394893043275","2,42613163822766"
"Deixalleria mòbil de la Plaça Occitània","Plaça d'Occitània, 1. Mataró (BARCELONA)","Residus","Deixelleries mòbils","POINT (2.4336647821345 41.5379858708279)","41,5379858708279","2,4336647821345"
"Centre Social Torrent d'en Pregària","Torrent d'En Pregària, 6. 08304 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.44058647427564 41.5530479854606)","41,5530479854606","2,44058647427564"
"Camp Municipal de Hoquei","Carrer de Galícia, 180. 08303 Mataró (BARCELONA)","Esports","Altres -instal·lacions esportives-","POINT (2.42619565459346 41.5557242120185)","41,5557242120185","2,42619565459346"
"Mercat de la Plaça de Cuba","Plaça de Cuba, 47. 08302 Mataró (BARCELONA)","Mercats i Centres comercials","Mercats fixos municipals","POINT (2.44106311708938 41.5373290696751)","41,5373290696751","2,44106311708938"
"Mercat de la Plaça Gran","Plaça Gran, 11. 08301 Mataró (BARCELONA)","Mercats i Centres comercials","Mercats fixos municipals","POINT (2.44682166969606 41.5401991162031)","41,5401991162031","2,44682166969606"
"Església Adventista del Setè Dia","Carrer de la Mare de Déu de Núria, 36. 08303 Mataró (BARCELONA)","Serveis religiosos","Església Adventista","POINT (2.42623216416606 41.5435495569247)","41,5435495569247","2,42623216416606"
"Pistes Municipals de Petanca de La Llàntia","Carrer de Blanes, 70. Mataró (BARCELONA)","Esports","Pistes de petanca","POINT (2.42691076338725 41.5497579753109)","41,5497579753109","2,42691076338725"
"Farmàcia Romances","Ronda de Josep Tarradellas, 32. 08303 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.42144037132076 41.5368126914054)","41,5368126914054","2,42144037132076"
"Farmàcia Nogueras","Carrer de las Siete Partidas, 79. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.45384334480679 41.5459749197476)","41,5459749197476","2,45384334480679"
"Farmàcia Farré Espar","Carrer d'Esteve Albert, 43. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.43505965127652 41.5445123558058)","41,5445123558058","2,43505965127652"
"Farmàcia Via","Carrer de Josep Punsola, 16. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.45105580782419 41.5480507635679)","41,5480507635679","2,45105580782419"
"Farmàcia Sañez-Pérez","Carrer de la Creu Roja, 3. 08304 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.4412321870886 41.5487866418548)","41,5487866418548","2,4412321870886"
"E.S. GALP","Camí del Mig, 149. 08302 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.42287055784885 41.5329548526811)","41,5329548526811","2,42287055784885"
"Red Ahorro","Camí del Mig, 113. 08302 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.42603930620793 41.5345079828999)","41,5345079828999","2,42603930620793"
"REPSOL - Mataró I","Avinguda de Josep Puig i Cadafalch, 284. 08303 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.42110245117857 41.5412352695292)","41,5412352695292","2,42110245117857"
"Bombers","Via Sèrgia, 95. 08302 Mataró (BARCELONA)","Seguretat","Bombers","POINT (2.42268997447916 41.5323254393752)","41,5323254393752","2,42268997447916"
"Arxiu Municipal de Mataró (Can Palauet)","Carrer d'En Palau, 32. 08301 Mataró (BARCELONA)","Cultura i Oci","Arxius i Centres de documentació","POINT (2.44607047092414 41.5400209606581)","41,5400209606581","2,44607047092414"
"Servei d'Ocupació","Carrer de Francisco d'Herrera, 70. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.45346857850506 41.5435980128769)","41,5435980128769","2,45346857850506"
