NOM,ADRECA,CATEGORIA,TIPUS,WKT,LAT,LNG
"Fundació Tecnocampus Mataró-Maresme","Avinguda d'Ernest Lluch, 32. 08302 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.43468298017362 41.5283283221368)","41,5283283221368","2,43468298017362"
"Jutjat de primera instància núm. 2","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Jutjat de primera instància núm. 3","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Jutjat de primera instància núm. 4","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Cambra de la Propietat Urbana de Mataró i del Maresme","La Riera, 161. 08302 Mataró (BARCELONA)","Altres serveis","Cambra de la Propietat","POINT (2.44264458441197 41.5435050772184)","41,5435050772184","2,44264458441197"
"Eurecat - Centre Tecnològic de Catalunya","Avinguda d'Ernest Lluch, 36. 08302 Mataró (BARCELONA)","Altres serveis","Centres Tecnològics","POINT (2.43495864408666 41.5281931330643)","41,5281931330643","2,43495864408666"
"Centre Tecnològic del Tèxtil (CETEX)","Carrer dels Germans Thos i Codina, 9. 08302 Mataró (BARCELONA)","Organismes externs","Centres Tecnològics","POINT (2.44301863768319 41.5335425129888)","41,5335425129888","2,44301863768319"
"Museu Arxiu de Santa Maria","Carrer de la Beata Maria, 3. 08301 Mataró (BARCELONA)","Cultura i Oci","Museus","POINT (2.44681355381292 41.5406379411983)","41,5406379411983","2,44681355381292"
"Clos arqueològic de Torre Llauder","Carrer de Javier Castaños, 175. Mataró (BARCELONA)","Cultura i Oci","Museus","POINT (2.43404065401684 41.5315834934551)","41,5315834934551","2,43404065401684"
"Clap. Sala de concerts","Carrer de Manuel Serra i Moret, 4. 08302 Mataró (BARCELONA)","Cultura i Oci","Sales de concerts i espectacles","POINT (2.43162868818281 41.5335723178746)","41,5335723178746","2,43162868818281"
"Casal Municipal de la Gent Gran de la Llàntia","Carrer Nou de La Mercè, 60. 08303 Mataró (BARCELONA)","Casals","Casals per a la gent gran","POINT (2.4283514671966 41.5464555065839)","41,5464555065839","2,4283514671966"
"Casal Municipal de la Gent Gran de Molins","Carrer de la Mare de Déu dels Àngels, 16. 08304 Mataró (BARCELONA)","Casals","Casals per a la gent gran","POINT (2.4423306843322 41.5500765761548)","41,5500765761548","2,4423306843322"
"Casal Municipal de la Gent Gran de Santes- Escorxador","Carrer de Floridablanca, 118. 08301 Mataró (BARCELONA)","Casals","Casals per a la gent gran","POINT (2.45080174714176 41.5446608525904)","41,5446608525904","2,45080174714176"
"Pista Poliesportiva Municipal de Casal de Joves","Plaça d'Espanya, 1. 08304 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.44259982930665 41.5450167965494)","41,5450167965494","2,44259982930665"
"Pistes Municipals de Petanca Rocafonda","Ronda de Rafael Estrany, 24. 08304 Mataró (BARCELONA)","Esports","Pistes de petanca","POINT (2.45034268946787 41.5511311360533)","41,5511311360533","2,45034268946787"
"Agència d'Atenció a les Persones amb Dependència","Avinguda de Josep Puig i Cadafalch, 101. 08303 Mataró (BARCELONA)","Serveis socials","Oficines de Serveis socials","POINT (2.42866332668914 41.5400818317203)","41,5400818317203","2,42866332668914"
"Centre d'Informació i Recursos per a les Dones (CIRD)","Carrer de Cosme Churruca, 88. 08301 Mataró (BARCELONA)","Serveis socials","Oficines de Serveis socials","POINT (2.44470852961255 41.5339304290229)","41,5339304290229","2,44470852961255"
"Centre de Promoció Social","Carrer de Ciutat Freta, 6. 08302 Mataró (BARCELONA)","Serveis socials","Oficines de Serveis socials","POINT (2.43480200865605 41.5348474958096)","41,5348474958096","2,43480200865605"
"Aigües de Mataró, S.A","Carrer de Pitàgores, 1. 08304 Mataró (BARCELONA)","Companyies de subministrament","Aigua","POINT (2.43735615908018 41.5515509445465)","41,5515509445465","2,43735615908018"
"Butano Maresme, S.A","Camí Ral, 347. 08301 Mataró (BARCELONA)","Companyies de subministrament","Gas","POINT (2.44571055531413 41.537639876289)","41,537639876289","2,44571055531413"
"Residència Voramar","Carrer de Tordera, 8. 08302 Mataró (BARCELONA)","Serveis socials","Centres residencials per a gent gran","POINT (2.43382850721645 41.5273917753807)","41,5273917753807","2,43382850721645"
"Casa de la Música Popular","Carrer de Manuel Serra i Moret, 6. 08302 Mataró (BARCELONA)","Cultura i Oci","Sales de concerts i espectacles","POINT (2.43149378398336 41.5335257183919)","41,5335257183919","2,43149378398336"
"Ca l'Arenas. Centre d'art del Museu de Mataró","Carrer d'Argentona, 64. 08302 Mataró (BARCELONA)","Cultura i Oci","Sales d'exposicions i galeries d'art","POINT (2.44157827466898 41.5408689828985)","41,5408689828985","2,44157827466898"
"Plaça de Francisco Tomás y Valiente","Carrer de Josep Abril, 4. 08302 Mataró (BARCELONA)","","","POINT (2.43987166966835 41.5331375490004)","41,5331375490004","2,43987166966835"
"Plaça Granollers","Camí de la Geganta, 82. 08304 Mataró (BARCELONA)","","","POINT (2.43659647552176 41.5414021293295)","41,5414021293295","2,43659647552176"
"Parc Central","Camí de la Geganta, 2. 08304 Mataró (BARCELONA)","","","POINT (2.44048613397917 41.5443081425763)","41,5443081425763","2,44048613397917"
"Capgrossos de Mataró","Passatge de Mariona Galindo, 1. Mataró (BARCELONA)","Cultura i Oci","Associació cultural","POINT (2.45326192007059 41.543791357496)","41,543791357496","2,45326192007059"
"Foment Mataroní","Carrer Nou, 11. 08301 Mataró (BARCELONA)","Cultura i Oci","Associació cultural","POINT (2.44477269108586 41.5409476029239)","41,5409476029239","2,44477269108586"
"Òmnium Cultural. Delegació de Mataró","Carrer d'Argentona, 59. 08302 Mataró (BARCELONA)","Cultura i Oci","Associació cultural","POINT (2.44119956361732 41.540735944455)","41,540735944455","2,44119956361732"
"Jutjat del Penal núm.2","Carrer de Casto Méndez Núñez, 30. 08302 Mataró (BARCELONA)","Justícia","Jutjats","POINT (2.44044078589585 41.5329873238481)","41,5329873238481","2,44044078589585"
"Centre Natació Mataró","Passeig Marítim, 92. 08302 Mataró (BARCELONA)","Esports","Centres esportius","POINT (2.45265128956323 41.5378275412627)","41,5378275412627","2,45265128956323"
"Plaça de Santa Anna","Camí Ral, 382. 08302 Mataró (BARCELONA)","","","POINT (2.44441648631513 41.5372107862582)","41,5372107862582","2,44441648631513"
"Plaça de les Tereses","Plaça de les Tereses, 42. Mataró (BARCELONA)","","","POINT (2.44179859427142 41.5385801305666)","41,5385801305666","2,44179859427142"
"Can Xammar","Camí Ral, 264. 08301 Mataró (BARCELONA)","","","POINT (2.44844377605861 41.5388496322234)","41,5388496322234","2,44844377605861"
"Hospital de Mataró","Carretera de Cirera, 230. 08304 Mataró (BARCELONA)","","","POINT (2.4290771274211 41.5558472180467)","41,5558472180467","2,4290771274211"
"Poliesportiu Municipal Teresa Maria Roca i Vallmajor","Carrer de Terrassa, 33. 08304 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.43827453756624 41.5468895053175)","41,5468895053175","2,43827453756624"
"Pista Poliesportiva Municipal de Cirera","Avinguda del Corregiment de Mataró, 51. 08304 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.43742949764703 41.5467116601878)","41,5467116601878","2,43742949764703"
"Servei d'Assessorament, Gestió i Planificació","Plaça de Granollers, 11. 08304 Mataró (BARCELONA)","Administració municipal","Àrea de Gestió de l'Espai Públic","POINT (2.43570448507209 41.5408819219977)","41,5408819219977","2,43570448507209"
"Grup PUMSA - Promocions Urbanístiques Mataró S.A","Carrer de Pablo Iglesias, 63. 08302 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Territorials i Sostenibilitat","POINT (2.43237131091186 41.5314108109751)","41,5314108109751","2,43237131091186"
"Casal de Barri Les Esmendies","Ronda de Leopoldo O'donnell, 94. 08302 Mataró (BARCELONA)","Casals","Casals de barri","POINT (2.43477154441911 41.5400441134614)","41,5400441134614","2,43477154441911"
"Camp Municipal de Futbol Can Xalant","Carrer de Pablo Iglesias, 64. 08302 Mataró (BARCELONA)","Esports","Camps esportius municipals","POINT (2.43204934849402 41.5315747617127)","41,5315747617127","2,43204934849402"
"Camp Municipal de Futbol Cirera","Carretera de Cirera, 173. 08304 Mataró (BARCELONA)","Esports","Camps esportius municipals","POINT (2.42992848084068 41.5541616958851)","41,5541616958851","2,42992848084068"
"Agència Tributària de Catalunya","Avinguda de Jaume Recoder, 79. 08301 Mataró (BARCELONA)","Oficines de la Generalitat de Catalunya","Agència Tributària","POINT (2.44415581042474 41.5333885823233)","41,5333885823233","2,44415581042474"
"Escola Oficial d'Idiomes del Maresme","Carrer d'Onofre Arnau, 32. 08301 Mataró (BARCELONA)","Educació","Escola Oficial d'Idiomes","POINT (2.44497665220717 41.5427254426065)","41,5427254426065","2,44497665220717"
"Escola Superior Politècnica del Tecnocampus (ESUPT)","Avinguda d'Ernest Lluch, 32. 08302 Mataró (BARCELONA)","Educació","Estudis universitaris","POINT (2.43468298017362 41.5283283221368)","41,5283283221368","2,43468298017362"
"Centre Social Carrer de Dinamarca","Carrer de Dinamarca, 10. 08303 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.43098064882337 41.5468306185836)","41,5468306185836","2,43098064882337"
"Centre Social Carrer d'Alemanya","Carrer d'Alemanya, 27. 08303 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.43068368403904 41.5450335721551)","41,5450335721551","2,43068368403904"
"Registre de la Propietat núm. 2 i 4","La Rambla, 34. 08302 Mataró (BARCELONA)","Altres serveis","Registre de la Propietat","POINT (2.44381046187033 41.536986327268)","41,536986327268","2,44381046187033"
"Registre de la Propietat núm. 3","La Rambla, 40. 08302 Mataró (BARCELONA)","Altres serveis","Registre de la Propietat","POINT (2.44368273194747 41.5368309478111)","41,5368309478111","2,44368273194747"
"Consorci Sanitari del Maresme","Carretera de Cirera, 230. 08304 Mataró (BARCELONA)","Altres serveis","Altres -serveis sanitaris-","POINT (2.4290771274211 41.5558472180467)","41,5558472180467","2,4290771274211"
"Farmàcia Roca","Carrer Nou, 1. 08301 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.44434364002969 41.5408904048498)","41,5408904048498","2,44434364002969"
"Servei d'Ingressos","Carrer El Carreró, 15. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.44522582356204 41.5400580336859)","41,5400580336859","2,44522582356204"
"Oficina del Defensor del Ciutadà de Mataró","Carrer de Cuba, 47. 08302 Mataró (BARCELONA)","Administració municipal","Alcaldia","POINT (2.44177311215095 41.5363696536918)","41,5363696536918","2,44177311215095"
"Servei de Comunicació","La Riera, 48. 08301 Mataró (BARCELONA)","Administració municipal","Alcaldia","POINT (2.4447776359659 41.539838959823)","41,539838959823","2,4447776359659"
"Residència Torre Llauder (Càritas)","Carrer de Sant Valentí, 19. 08302 Mataró (BARCELONA)","Serveis socials","Centres residencials per a gent gran","POINT (2.43639943151168 41.5318048685207)","41,5318048685207","2,43639943151168"
"Ballestero Alquiler","Carrer de Manuel Carrasco i Formiguera, 6. 08302 Mataró (BARCELONA)","Mobilitat","Lloguer de vehicles","POINT (2.43125768832853 41.534559057583)","41,534559057583","2,43125768832853"
"Central Maresme Rent a Car ","Carretera de Barcelona, 64. 08302 Mataró (BARCELONA)","Mobilitat","Lloguer de vehicles","POINT (2.4304567720179 41.5264260496141)","41,5264260496141","2,4304567720179"
"Centre de Desenvolupament Infantil Atenció Precoç (CDIAP)","Carrer d'Enric Prat de la Riba, 73. 08301 Mataró (BARCELONA)","Altres serveis","Centres d'Atenció a la infància","POINT (2.45064576093597 41.5441365708011)","41,5441365708011","2,45064576093597"
"Assemblea de Germans","Avinguda de Jaume Recoder, 71. Mataró (BARCELONA)","Serveis religiosos","Església Evangèlica","POINT (2.4439620344477 41.533595450286)","41,533595450286","2,4439620344477"
"Església de Filadèlfia","Ronda de Francesc Macià, 103. 08302 Mataró (BARCELONA)","Serveis religiosos","Església Evangèlica","POINT (2.4345190321936 41.5358081090341)","41,5358081090341","2,4345190321936"
"Església de Filadèlfia","Carrer d'Avinyó, 6. 08303 Mataró (BARCELONA)","Serveis religiosos","Església Evangèlica","POINT (2.42268258720366 41.5402097488651)","41,5402097488651","2,42268258720366"
"Centre de Dia Mataró Ferran Cañete","Carrer del Tennis, 33. 08304 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.46016138448669 41.5559194256925)","41,5559194256925","2,46016138448669"
"Centre de Dia Mare Nostra","L'Esplanada, 80. 08301 Mataró (BARCELONA)","Serveis socials","Centres de Dia per a la gent gran","POINT (2.44524962545719 41.5448378590619)","41,5448378590619","2,44524962545719"
"Direcció de Cultura","Carrer de Sant Josep, 9. 08302 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis a les Persones","POINT (2.44357677380937 41.539617014118)","41,539617014118","2,44357677380937"
"Centre Social Ronda de Bellavista","Ronda de Bellavista, 45. 08303 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.42068370625855 41.5420914837331)","41,5420914837331","2,42068370625855"
"Centre Social Carrer de Josep Monserrat Cuadrada","Carrer de Josep Monserrat Cuadrada, 37. 08303 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.43027758931741 41.5397653750118)","41,5397653750118","2,43027758931741"
"Estadi Municipal d'Atletisme","Carretera de Cirera, 250. 08304 Mataró (BARCELONA)","Esports","Altres -instal·lacions esportives-","POINT (2.42876644270197 41.5569627845167)","41,5569627845167","2,42876644270197"
"Piscina municipal","Avinguda del Velòdrom, 25. 08304 Mataró (BARCELONA)","Esports","Altres -instal·lacions esportives-","POINT (2.44061159030405 41.5465324595831)","41,5465324595831","2,44061159030405"
"Farmàcia SPA","Carrer de Sant Valentí, 43. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.43551785896753 41.5326256637669)","41,5326256637669","2,43551785896753"
"Farmàcia Ferré","Ronda de Francesc Macià, 61. 08302 Mataró (BARCELONA)","Serveis sanitaris","Farmàcies","POINT (2.43630212205451 41.5343631839818)","41,5343631839818","2,43630212205451"
"Aulari de l'Institut Puig i Cadafalch","Carrer de Galícia, 3. 08303 Mataró (BARCELONA)","Educació","Ensenyament públic Secundari","POINT (2.42713007867303 41.5462958483136)","41,5462958483136","2,42713007867303"
"Jutjat de primera instància núm. 7","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Jutjat del Social núm. 2","Carrer de Josep Abril, 33. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.44094947636129 41.5324139585848)","41,5324139585848","2,44094947636129"
"Llar d'infants Peques","Carrer El Rierot, 2. 08301 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.44739392250977 41.5437968395679)","41,5437968395679","2,44739392250977"
"Llar d'infants Sant Jordi","Ronda d'Alfons XII, 25. 08302 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.43956599318026 41.5347786171609)","41,5347786171609","2,43956599318026"
"Llar d'infants ANCA","Carrer de Créteil, 41. 08304 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.44737131375901 41.5540624034908)","41,5540624034908","2,44737131375901"
"PFI Can Noè","Carrer de Josep Punsola, 47. 08304 Mataró (BARCELONA)","Educació","Programes de Qualificació Professional Inicial (PQPI)","POINT (2.45093178809748 41.5489521736571)","41,5489521736571","2,45093178809748"
"Cepsa","Camí Ral, 1. 08304 Mataró (BARCELONA)","Mobilitat","Benzineres","POINT (2.45746901771928 41.5416881229075)","41,5416881229075","2,45746901771928"
"Serveis Territorials d'Ensenyament Maresme-Vallès Oriental","Carrer de Cosme Churruca, 90. 08301 Mataró (BARCELONA)","Educació","Altres -oficines d'educació-","POINT (2.44482462892116 41.5338382991684)","41,5338382991684","2,44482462892116"
"Centre Social Ronda de Francesc Macià","Ronda de Francesc Macià, 103. 08302 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.4345190321936 41.5358081090341)","41,5358081090341","2,4345190321936"
"Oficina Jove del Maresme - Sidral","Plaça de Miquel Biada, 5. 08301 Mataró (BARCELONA)","Serveis per a joves","Oficines d'Atenció i informació per a joves","POINT (2.44487432289563 41.5334985803693)","41,5334985803693","2,44487432289563"
"Servei d'Ocupació Jove","Plaça de Miquel Biada, 5. 08301 Mataró (BARCELONA)","Serveis per a joves","Servei d'Ocupació Jove","POINT (2.44487432289563 41.5334985803693)","41,5334985803693","2,44487432289563"
"Telecentre","Plaça de Miquel Biada, 5. 08301 Mataró (BARCELONA)","Serveis per a joves","Oficines d'Atenció i informació per a joves","POINT (2.44487432289563 41.5334985803693)","41,5334985803693","2,44487432289563"
"Basílica de Santa Maria","Plaça de Santa Maria, 27. Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.4464654507042 41.5408859771724)","41,5408859771724","2,4464654507042"
"Servei d'Estratègia i Avaluació","Carrer de Cuba, 47. 08302 Mataró (BARCELONA)","Administració municipal","Alcaldia","POINT (2.44177311215092 41.5363696536962)","41,5363696536962","2,44177311215092"
"Servei d'Intervenció","Carrer El Carreró, 15. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.44522582356204 41.5400580336859)","41,5400580336859","2,44522582356204"
"Servei de Compres i Contractacions","Carrer El Carreró, 15. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.44522582356204 41.5400580336859)","41,5400580336859","2,44522582356204"
"Direcció de Recursos Humans","Carrer El Carreró, 15. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.44522582356204 41.5400580336859)","41,5400580336859","2,44522582356204"
"Servei de Secretaria General","La Riera, 48. 08301 Mataró (BARCELONA)","Administració municipal","Àrea de Serveis Centrals, Ocupació i Promoció Econòmica","POINT (2.4447776359659 41.539838959823)","41,539838959823","2,4447776359659"
"Centre Obert Rocafonda","Carrer de Pablo Ruiz Picasso, 28. 08304 Mataró (BARCELONA)","Serveis socials","Oficines de Serveis socials","POINT (2.44956386014662 41.5488956938084)","41,5488956938084","2,44956386014662"
"Ensenyament concertat Salesians de Sant Antoni de Pàdua","Avinguda de Josep Puig i Cadafalch, 80. 08303 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.4297679293182 41.5403106449663)","41,5403106449663","2,4297679293182"
"Ensenyament concertat Sant Josep","Ronda de la Cerdanya, 39. 08303 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.42231499627229 41.5428921931552)","41,5428921931552","2,42231499627229"
"Centre d'Educació especial L'Arboç","Carrer de la Pagesia, 19. 08304 Mataró (BARCELONA)","Educació","Centres d'Educació especial","POINT (2.45318827866769 41.5572870723009)","41,5572870723009","2,45318827866769"
"Pista Poliesportiva Municipal La Llàntia","Carrer de la Verge de Guadalupe, 20. 08303 Mataró (BARCELONA)","Esports","Pistes i Poliesportius","POINT (2.42781543831247 41.5470120539618)","41,5470120539618","2,42781543831247"
"Servei de Terapia Ocupacional Jaume Isern","Carrer de Galícia, 191. 08304 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.42586484903561 41.5568763780935)","41,5568763780935","2,42586484903561"
"Servei Ocupacional d'Inserció (SOI)","Carrer de Galícia, 191. 08304 Mataró (BARCELONA)","Serveis socials","Centres per a persones amb discapacitat","POINT (2.42586484903561 41.5568763780935)","41,5568763780935","2,42586484903561"
"CAP La Llàntia - ICS","Carrer de la Verge de Guadalupe, 2. 08303 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.42793891830721 41.5464396849819)","41,5464396849819","2,42793891830721"
"CAP II  El Maresme ","Camí del Mig, 36. 08302 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.43014567041679 41.5364998295583)","41,5364998295583","2,43014567041679"
"Tres Roques","Plaça del Canigó, 7. 08303 Mataró (BARCELONA)","Educació","Centres de Formació Permanent","POINT (2.42808286942019 41.543454316385)","41,543454316385","2,42808286942019"
"Llar d'infants Petit Príncep","Carrer de Llauder, 49. 08302 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.4404232944486 41.5350017907492)","41,5350017907492","2,4404232944486"
"Llar d'infants La Caseta","Carrer de Bonaire, 14. 08301 Mataró (BARCELONA)","Educació","Llars d'infants privades","POINT (2.44529154905058 41.5415095077726)","41,5415095077726","2,44529154905058"
"Institut Alexandre Satorras","Avinguda del Velòdrom, 37. 08304 Mataró (BARCELONA)","Educació","Ensenyament públic Secundari","POINT (2.44003982931787 41.5468140834722)","41,5468140834722","2,44003982931787"
"Institut Miquel Biada","Avinguda de Josep Puig i Cadafalch, 89. 08303 Mataró (BARCELONA)","Educació","Ensenyament públic Secundari","POINT (2.42940185248275 41.5400816370451)","41,5400816370451","2,42940185248275"
"Oficina d'Acció Social i Ciutadania del Maresme-Mataró","Carrer de Nàpols, 18. 08303 Mataró (BARCELONA)","Serveis socials","Oficines de Serveis socials","POINT (2.42523759278374 41.5396758284668)","41,5396758284668","2,42523759278374"
"Centre d'Acollida Municipal","Torrent de les Piques, 52. 08304 Mataró (BARCELONA)","Serveis socials","Centres d'Acollida","POINT (2.43749477219632 41.5545254083161)","41,5545254083161","2,43749477219632"
"Centre d'Atenció a la Infància Punt de trobada","Carrer de Sant Josep Oriol, 35. 08302 Mataró (BARCELONA)","Serveis socials","Centres d'Atenció a la infància","POINT (2.44181327675208 41.5364812866021)","41,5364812866021","2,44181327675208"
"La Riera","La Riera, 69. 08302 Mataró (BARCELONA)","","","POINT (2.44425346815504 41.5404566576161)","41,5404566576161","2,44425346815504"
"Escola Bressol municipal Rocafonda","Carrer de Santiago Rusiñol, 1. 08304 Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.45004289899083 41.5485416489752)","41,5485416489752","2,45004289899083"
"Estació de Rodalies","Avinguda del Maresme, 166. 08300 Mataró (BARCELONA)","Mobilitat","Rodalies de Catalunya","POINT (2.44525321514336 41.5332944781928)","41,5332944781928","2,44525321514336"
"Escola Bressol municipal Les Figueretes","Baixada de les Figueretes, 1. 08301 Mataró (BARCELONA)","Educació","Escola Bressol municipal","POINT (2.44832796708389 41.5404221145739)","41,5404221145739","2,44832796708389"
"Oficina d'Informació a l'Estranger","Avinguda de Josep Puig i Cadafalch, 101. 08303 Mataró (BARCELONA)","Serveis socials","Oficines de Serveis socials","POINT (2.42866332668914 41.5400818317203)","41,5400818317203","2,42866332668914"
"Oficina Social d'Atenció Integral (OSAI)","Avinguda de Josep Puig i Cadafalch, 101. 08303 Mataró (BARCELONA)","Serveis socials","Oficines de Serveis socials","POINT (2.42866332668914 41.5400818317203)","41,5400818317203","2,42866332668914"
"CAP Rocafonda - ICS","Ronda de Rafael Estrany, 8. 08304 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.4517099308384 41.5499775794977)","41,5499775794977","2,4517099308384"
"CAP Ronda Cerdanya - ICS","Carrer del Vallès, 37. 08303 Mataró (BARCELONA)","Serveis sanitaris","Centres d'Atenció Primària (CAP)","POINT (2.42341828924221 41.5426007311139)","41,5426007311139","2,42341828924221"
"Correus i Telègrafs (seu nº1)","Camí Ral, 614. 08302 Mataró (BARCELONA)","Administració de l'Estat","Oficines de Correus","POINT (2.43796923137803 41.5322990251016)","41,5322990251016","2,43796923137803"
"Correus i Telègrafs (seu nº2)","Carrer de Calassanç Marquès, 14. 08303 Mataró (BARCELONA)","Administració de l'Estat","Oficines de Correus","POINT (2.42603844508834 41.5406629691384)","41,5406629691384","2,42603844508834"
"Església Cristiana Bíblica de Mataró","Carrer de Joan Bialet Massé, 8. 08303 Mataró (BARCELONA)","Serveis religiosos","Església Evangèlica","POINT (2.43218416458394 41.5386536670417)","41,5386536670417","2,43218416458394"
"Església Reformada Presbiteriana","Carrer de Sant Isidor, 43. 08302 Mataró (BARCELONA)","Serveis religiosos","Església Evangèlica","POINT (2.43968012996455 41.5422398084315)","41,5422398084315","2,43968012996455"
"Església Cristiana China a Mataró","Avinguda de Jaume Recoder, 71. Mataró (BARCELONA)","Serveis religiosos","Església Evangèlica","POINT (2.4439620344477 41.533595450286)","41,533595450286","2,4439620344477"
"Cementiri dels Caputxins","Passeig dels Molins, 69. 08304 Mataró (BARCELONA)","Serveis funeraris","Cementiris","POINT (2.44558483892925 41.5483382050804)","41,5483382050804","2,44558483892925"
"Crematori de les Valls","Carretera de Cirera, 237. 08304 Mataró (BARCELONA)","Serveis funeraris","Crematoris","POINT (2.42783915616155 41.5583927375071)","41,5583927375071","2,42783915616155"
"Ensenyament concertat Meritxell","Carrer d'En Passet, 16. 08304 Mataró (BARCELONA)","Educació","Ensenyament concertat","POINT (2.46417343354802 41.5560338091108)","41,5560338091108","2,46417343354802"
"Centre Municipal d'Esports El Sorrall","Ronda de Josep Tarradellas, 103. 08303 Mataró (BARCELONA)","Esports","Altres -instal·lacions esportives-","POINT (2.42102811518156 41.5403800455562)","41,5403800455562","2,42102811518156"
"Circuit Municipal de Cros","Camí dels Contrabandistes, 30. Mataró (BARCELONA)","Esports","Altres -instal·lacions esportives-","POINT (2.43790394665188 41.5597033351152)","41,5597033351152","2,43790394665188"
"Circuit municipal de BMX","Veïnat de Mata, 148. Mataró (BARCELONA)","Esports","Altres -instal·lacions esportives-","POINT (2.46061336946017 41.5439766022098)","41,5439766022098","2,46061336946017"
"Camp Municipal d'Esports del Centenari","Passeig de Carles Padrós, 32. 08304 Mataró (BARCELONA)","Esports","Camps esportius municipals","POINT (2.44244414198221 41.5459835660169)","41,5459835660169","2,44244414198221"
"Centre Social Carrer de Jaume Ibran","Carrer de Jaume Ibran, 1. 08301 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.44660784837086 41.5371446980878)","41,5371446980878","2,44660784837086"
"Centre Social Carrer de València","Carrer de València, 92. 08303 Mataró (BARCELONA)","Centres Cívics i Socials","Centres Socials","POINT (2.42334103788389 41.5401176424728)","41,5401176424728","2,42334103788389"
"Jutjats - Fiscalia d'Àrea","Plaça de Francisco Tomás y Valiente, 1. 08302 Mataró (BARCELONA)","Administració de l'Estat","Jutjats","POINT (2.43955782513172 41.5327786609702)","41,5327786609702","2,43955782513172"
"Església de Santa Anna","La Rambla, 1. 08302 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.44497956522745 41.5379096703938)","41,5379096703938","2,44497956522745"
"Institut Thos i Codina","Riera de Cirera, 57. Mataró (BARCELONA)","Educació","Ensenyament públic Secundari","POINT (2.43921655430347 41.549801440903)","41,549801440903","2,43921655430347"
"Ermita de Sant Simó","Camí Ral, 6. 08304 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.45760935807416 41.5417998340329)","41,5417998340329","2,45760935807416"
"Ermita de Santa Rita","Camí de Santa Rita, 11. 08304 Mataró (BARCELONA)","Serveis religiosos","Església Catòlica","POINT (2.44628847670582 41.5645460884053)","41,5645460884053","2,44628847670582"
