CODI_INTERN,TIPUS_OCUPACIO,DATA_INICI,DATA_FI,DURADA,LAT,LNG,WKT
"5120700924381492107130","ACTES DIVERSOS AL CARRER","14/07/2018","14/07/2018","1","41.5382486351885","2.44503646609527","POINT (2.44503646609527 41.5382486351885)"
"5120700924381560607130","SAC DE RUNA","16/07/2018","17/07/2018","2","41.543782930196","2.44477004837204","POINT (2.44477004837204 41.543782930196)"
"5120700925063664607130","CONTENIDOR DE RUNA","23/07/2018","26/07/2018","4","41.5471740333994","2.44460231318562","POINT (2.44460231318562 41.5471740333994)"
"5120700921965821607130","RASES I CATES","24/04/2018","26/04/2018","3","41.539927177265","2.44857917593795","POINT (2.44857917593795 41.539927177265)"
"5120700922197131607130","SAC DE RUNA","26/04/2018","26/04/2018","1","41.5480296198493","2.44205163812893","POINT (2.44205163812893 41.5480296198493)"
"5120700922197036607130","ACTES DIVERSOS AL CARRER","01/05/2018","01/05/2018","1","41.5396859782069","2.43752197939354","POINT (2.43752197939354 41.5396859782069)"
"5120700922645167107130","RESERVES D' ESTACIONAMENT","22/05/2018","22/05/2018","1","41.537271737748","2.44473803108537","POINT (2.44473803108537 41.537271737748)"
"5120700922646428607130","SAC DE RUNA","22/05/2018","31/05/2018","10","41.5403407293645","2.42408237543497","POINT (2.42408237543497 41.5403407293645)"
"5120700922989993607130","NETEJES ESPECIALS","04/06/2018","04/06/2018","1","41.5391462201499","2.45652109718022","POINT (2.45652109718022 41.5391462201499)"
"5120700923091673607130","MUDANÇA","11/06/2018","11/06/2018","1","41.5436359200087","2.43412988388079","POINT (2.43412988388079 41.5436359200087)"
"5120700923134568107130","REHABILITACIÓ DE CONSTRUCCIONS","18/06/2018","18/06/2018","1","41.5389596509979","2.44198896074853","POINT (2.44198896074853 41.5389596509979)"
"5120700923215460607130","REHABILITACIÓ DE CONSTRUCCIONS","15/06/2018","15/06/2018","1","41.537405084293","2.44944514341014","POINT (2.44944514341014 41.537405084293)"
"5120700923555230607130","RESERVES D' ESTACIONAMENT","02/07/2018","02/07/2018","1","41.5411767538809","2.43886926920436","POINT (2.43886926920436 41.5411767538809)"
"5120700923637404107130","RASES I CATES","04/07/2018","06/07/2018","3","41.542958390318","2.42923438570352","POINT (2.42923438570352 41.542958390318)"
"5120700923637655107130","NETEJES ESPECIALS","04/07/2018","01/08/2018","29","41.5338094097155","2.4474524482895","POINT (2.4474524482895 41.5338094097155)"
"5120700923649891107130","RASES I CATES","05/07/2018","05/07/2018","1","41.5517703862182","2.45468824452702","POINT (2.45468824452702 41.5517703862182)"
"5120700923644886107130","CONTENIDOR DE RUNA","05/07/2018","06/07/2018","2","41.5344795887062","2.44488823231291","POINT (2.44488823231291 41.5344795887062)"
"5120700923754381607130","CÀRREGA I DESCÀRREGA DE MATERIALS","06/07/2018","06/07/2018","1","41.54080671595","2.44146308878427","POINT (2.44146308878427 41.54080671595)"
"5120700923818280107130","MUDANÇA","09/07/2018","09/07/2018","1","41.5386619965318","2.43054956818716","POINT (2.43054956818716 41.5386619965318)"
"5120700923852847107130","CÀRREGA I DESCÀRREGA DE MATERIALS","10/07/2018","10/07/2018","1","41.5447709526013","2.43079040071517","POINT (2.43079040071517 41.5447709526013)"
"5120700923853554107130","CÀRREGA I DESCÀRREGA DE MATERIALS","11/07/2018","11/07/2018","1","41.5364369186473","2.44338792814147","POINT (2.44338792814147 41.5364369186473)"
"5120700924004597607130","MUDANÇA","13/07/2018","13/07/2018","1","41.5498204559547","2.44093240165825","POINT (2.44093240165825 41.5498204559547)"
"5120700924008670607130","MUDANÇA","11/07/2018","11/07/2018","1","41.5317421092578","2.43646868530662","POINT (2.43646868530662 41.5317421092578)"
"5120700924976818107130","CÀRREGA I DESCÀRREGA DE MATERIALS","19/07/2018","19/07/2018","1","41.5341908881874","2.44315825157154","POINT (2.44315825157154 41.5341908881874)"
"5120700924960877107130","SAC DE RUNA","18/07/2018","20/07/2018","3","41.5383096229016","2.44970192543351","POINT (2.44970192543351 41.5383096229016)"
"5120700925004271607130","TERRASSES DE BAR","13/07/2018","31/12/2022","365","41.5445266043826","2.43053495529442","POINT (2.43053495529442 41.5445266043826)"
