CODI_ACCES,ADRECA,EPIGRAF_IAE,EPIGRAF_DESC,LAT,LNG,WKT
"100700900067695407130","BDA. de Santa Anna, 2","6595","COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA","41.5380690506714","2.44517412837014","POINT (2.44517412837014 41.5380690506714)"
"100700900067958507130","La Riera, 182","9312","ENSExANZA    OBLIGATORIA(PRIMARIA/SECUNDAR)","41.5444065786395","2.44240160959635","POINT (2.44240160959635 41.5444065786395)"
"100700900067967307130","C. de La Unix, 10","9721","SERV. PELUQUERIA SENORAS Y CABALLEROS","41.5371268185094","2.43991166014926","POINT (2.43991166014926 41.5371268185094)"
"100700900067676207130","La Rambla, 40","6715","RESTAURANTES DE UN TENEDOR","41.5368309478067","2.44368273194749","POINT (2.44368273194749 41.5368309478067)"
"100700900067696107130","La Riera, 1","6513","COM.MEN.LENCERIA Y CORSETERIA","41.5383661307095","2.44484709528227","POINT (2.44484709528227 41.5383661307095)"
"100700900067959207130","PL. d'Espanya, 10","6594","COM.MEN.PERIODICOS,LIBROS,ART.PAPELERIA","","",""
"100700900068203107130","C. de Lepant, 3","731","ABOGADOS","41.5362122798438","2.44398146462429","POINT (2.44398146462429 41.5362122798438)"
"100700900068494707130","C. de Llauder, 157","7511","GUARDIA Y CUSTODIA VEHICULOS EN GARAJES","41.5320491106523","2.43674231972067","POINT (2.43674231972067 41.5320491106523)"
"100700900067676207130","La Rambla, 40","8499","OTROS SERVICIOS INDEPENDIENTES NCOP","41.5368309478067","2.44368273194749","POINT (2.44368273194749 41.5368309478067)"
"100700900067663507130","La Rambla, 30","6532","COM.MEN.APARATOS DE USO DOMESTICO","41.5371034710949","2.44390876053638","POINT (2.44390876053638 41.5371034710949)"
"100700900068203107130","C. de Lepant, 3","831","MEDICOS MEDICINA GENERAL","41.5362122798438","2.44398146462429","POINT (2.44398146462429 41.5362122798438)"
"100700900068496607130","C. de Llauder, 161","6732","OTROS CAFES Y BARES","41.531944495377","2.43661239516794","POINT (2.43661239516794 41.531944495377)"
"100700900067676207130","La Rambla, 40","712","TTE. FERROVIARIO DE VIA ESTRECHA","41.5368309478067","2.44368273194749","POINT (2.44368273194749 41.5368309478067)"
"100700900067931007130","La Riera, 171","6715","RESTAURANTES DE UN TENEDOR","41.5440654345775","2.44236884630927","POINT (2.44236884630927 41.5440654345775)"
"100700900068203107130","C. de Lepant, 3","842","SERVICIOS FINANCIEROS Y CONTABLES","41.5362122798438","2.44398146462429","POINT (2.44398146462429 41.5362122798438)"
"100700900068496607130","C. de Llauder, 161","6732","OTROS CAFES Y BARES","41.531944495377","2.43661239516794","POINT (2.43661239516794 41.531944495377)"
"100700900067676207130","La Rambla, 40","712","AGENTES Y CORREDORES DE SEGUROS","41.5368309478067","2.44368273194749","POINT (2.44368273194749 41.5368309478067)"
"100700900067931007130","La Riera, 171","6715","RESTAURANTES DE UN TENEDOR","41.5440654345775","2.44236884630927","POINT (2.44236884630927 41.5440654345775)"
"100700900068203107130","C. de Lepant, 3","712","TTE. FERROVIARIO DE VIA ESTRECHA","41.5362122798438","2.44398146462429","POINT (2.44398146462429 41.5362122798438)"
"100700900068496607130","C. de Llauder, 161","6732","OTROS CAFES Y BARES","41.531944495377","2.43661239516794","POINT (2.43661239516794 41.531944495377)"
"100700900067659207130","La Rambla, 22","842","SERVICIOS FINANCIEROS Y CONTABLES","41.5372660367446","2.44404386909726","POINT (2.44404386909726 41.5372660367446)"
"100700900067933607130","La Riera, 177","822","ASEGURADORAS DE ENFERMEDAD Y RIESGOS","41.5442692431607","2.44224926497015","POINT (2.44224926497015 41.5442692431607)"
"100700900068203107130","C. de Lepant, 3","712","AGENTES Y CORREDORES DE SEGUROS","41.5362122798438","2.44398146462429","POINT (2.44398146462429 41.5362122798438)"
"100700900068496607130","C. de Llauder, 161","6732","OTROS CAFES Y BARES","41.531944495377","2.43661239516794","POINT (2.43661239516794 41.531944495377)"
"100700900067660607130","La Rambla, 15","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5376108947264","2.44471958370667","POINT (2.44471958370667 41.5376108947264)"
"100700900067933607130","La Riera, 177","822","PERSONAL DOCENTE ENSEANZA MEDIA","41.5442692431607","2.44224926497015","POINT (2.44224926497015 41.5442692431607)"
"100700900068489107130","C. de Llauder, 158","6732","OTROS CAFES Y BARES","41.5327210200877","2.4373607965379","POINT (2.4373607965379 41.5327210200877)"
"100700900067664307130","La Rambla, 32","811","BANCA","41.5370220395192","2.44384037959161","POINT (2.44384037959161 41.5370220395192)"
"100700900067661907130","La Rambla, 26","811","BANCA","41.5371872647572","2.4439784644818","POINT (2.4439784644818 41.5371872647572)"
"100700900068203107130","C. de Lepant, 3","821","ENTIDADES ASEGURADORES DE VIDA Y CAPIT.","41.5362122798438","2.44398146462429","POINT (2.44398146462429 41.5362122798438)"
"100700900068491207130","C. de Llauder, 152","6732","OTROS CAFES Y BARES","41.5328682452307","2.4375441100322","POINT (2.4375441100322 41.5328682452307)"
"100700900067664307130","La Rambla, 32","811","PROFESIONALES LIMPIEZA","41.5370220395192","2.44384037959161","POINT (2.44384037959161 41.5370220395192)"
"100700900067661907130","La Rambla, 26","811","PROFESIONALES LIMPIEZA","41.5371872647572","2.4439784644818","POINT (2.4439784644818 41.5371872647572)"
"100700900068203107130","C. de Lepant, 3","821","PERSONAL DOCENTE ENSEANZA SUPERIOR","41.5362122798438","2.44398146462429","POINT (2.44398146462429 41.5362122798438)"
"100700900068491207130","C. de Llauder, 152","6732","OTROS CAFES Y BARES","41.5328682452307","2.4375441100322","POINT (2.4375441100322 41.5328682452307)"
"100700900067673507130","La Rambla, 34","734","REGISTRADORES","41.5369863272636","2.44381046187035","POINT (2.44381046187035 41.5369863272636)"
"100700900067662707130","La Rambla, 28","6596","COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...","41.5371455963332","2.44394419705239","POINT (2.44394419705239 41.5371455963332)"
"100700900068203107130","C. de Lepant, 3","9421","CONSULTORIOS MEDICOS, SANITARIOS...","41.5362122798438","2.44398146462429","POINT (2.44398146462429 41.5362122798438)"
"100700900068331807130","C. de Lepant, 61","9722","SALONES E INSTITUTOS DE BELLEZA","41.5349660799701","2.44528429255055","POINT (2.44528429255055 41.5349660799701)"
"100700900068294007130","C. de Lepant, 28","8496","SERV.COLOCACION Y SUMINISTRO DE PERSONAL","41.5356534042995","2.44441385372058","POINT (2.44441385372058 41.5356534042995)"
"100700900067773507130","La Riera, 40","6516","COM.MEN.CALZADO Y COMPLEMENTOS PIEL","41.5394966929284","2.44490840905619","POINT (2.44490840905619 41.5394966929284)"
"100700900067784107130","La Riera, 47","6595","COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA","41.5397316480346","2.44461880166201","POINT (2.44461880166201 41.5397316480346)"
"100700903521839207130","C. de Federico Carlo Gravina, 17","6534","COM.MEN.MATERIALES DE CONSTRUCCION","41.5349428357132","2.44511234202904","POINT (2.44511234202904 41.5349428357132)"
"100700900068296407130","C. de Lepant, 30","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5356180669589","2.44445088840683","POINT (2.44445088840683 41.5356180669589)"
"100700900068028707130","C. de La Unix, 59B","776","DRES.LICENC.POLITICAS,SOCIALES,LETRAS","41.5357278548923","2.43810768875223","POINT (2.43810768875223 41.5357278548923)"
"100700900067784107130","La Riera, 47","8612","ALQUILER LOCALES INDUSTRIALES","41.5397316480346","2.44461880166201","POINT (2.44461880166201 41.5397316480346)"
"100700900067793707130","La Riera, 55","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5399210303431","2.4445493876788","POINT (2.4445493876788 41.5399210303431)"
"100700900067750607130","La Riera, 31","9799","OTROS SERVICIOS PERSONALES NCOP","41.5392613811889","2.44479478386447","POINT (2.44479478386447 41.5392613811889)"
"100700900068028707130","C. de La Unix, 59B","836","AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS","41.5357278548923","2.43810768875223","POINT (2.43810768875223 41.5357278548923)"
"100700900067793707130","La Riera, 55","7512","GUARDIA Y CUSTODIA VEHICULOS 'PARKING'","41.5399210303431","2.4445493876788","POINT (2.4445493876788 41.5399210303431)"
"100700900067787307130","La Riera, 49","6516","COM.MEN.CALZADO Y COMPLEMENTOS PIEL","41.5397836928157","2.4446031958455","POINT (2.4446031958455 41.5397836928157)"
"100700900067750607130","La Riera, 31","731","ABOGADOS","41.5392613811889","2.44479478386447","POINT (2.44479478386447 41.5392613811889)"
"100700900068314607130","C. de Lepant, 45","6613","COM.MEN.ALMACENES POPULARES","41.5353366074295","2.44489739542863","POINT (2.44489739542863 41.5353366074295)"
"100700901832899007130","La Riera, 52","6732","OTROS CAFES Y BARES","41.540017647361","2.4446943948323","POINT (2.4446943948323 41.540017647361)"
"100700900068002507130","C. de La Unix, 42","5041","INSTALACIONES ELECTRICAS EN GENERAL","41.5365119262705","2.43902871403339","POINT (2.43902871403339 41.5365119262705)"
"100700900067750607130","La Riera, 31","731","ABOGADOS","41.5392613811889","2.44479478386447","POINT (2.44479478386447 41.5392613811889)"
"100700900068315507130","C. de Lepant, 46","6535","COM.MEN.PUERTAS,VENTANAS Y PERSIANAS","41.5353316103731","2.4447516511452","POINT (2.4447516511452 41.5353316103731)"
"100700901832899007130","La Riera, 52","7411","TTE. AEREO NACIONAL DE VIAJEROS","41.540017647361","2.4446943948323","POINT (2.4446943948323 41.540017647361)"
"100700900068285207130","C. de Lepant, 20","6121","COM.MAY.PTOS.ALIMENTIC.BEBIDAS Y TABACOS","41.5357950290745","2.44426538494933","POINT (2.44426538494933 41.5357950290745)"
"100700900067764607130","La Riera, 33","6539","COM.MEN.ART.HOGAR NCOP","41.5393660941256","2.44476597296963","POINT (2.44476597296963 41.5393660941256)"
"100700906362591407130","AV. de Lluxs Companys, 21","8499","OTROS SERVICIOS INDEPENDIENTES NCOP","41.5357523948596","2.43163900297607","POINT (2.43163900297607 41.5357523948596)"
"100700901832899007130","La Riera, 52","6732","OTROS CAFES Y BARES","41.540017647361","2.4446943948323","POINT (2.4446943948323 41.540017647361)"
"100700900068287007130","C. de Lepant, 22","6524","COM.MEN.PLANTAS Y HIERBAS,HERBORARIOS","41.5357597173392","2.44430237589773","POINT (2.44430237589773 41.5357597173392)"
"100700900067771207130","La Riera, 36","871","EXPENDEDORES OFICIALES LOTERIAS","41.5393828492689","2.44493137548969","POINT (2.44493137548969 41.5393828492689)"
"100700900067777907130","La Riera, 41","6523","COM.MEN.PTOS.PERFUMERIA Y COSMETICA","41.5395898152888","2.44467227551957","POINT (2.44467227551957 41.5395898152888)"
"100700900068028707130","C. de La Unix, 59B","657","COM.MEN. INSTRUMENTOS MUSICA Y ACCESORIO","41.5357278548923","2.43810768875223","POINT (2.43810768875223 41.5357278548923)"
"100700900068292007130","C. de Lepant, 26","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5356886262634","2.44437692122552","POINT (2.44437692122552 41.5356886262634)"
"100700900067773507130","La Riera, 40","6732","OTROS CAFES Y BARES","41.5394966929284","2.44490840905619","POINT (2.44490840905619 41.5394966929284)"
"100700900067784107130","La Riera, 47","6159","COM.MAY.OTROS ART. CONSUMO DURADERO NCOP","41.5397316480346","2.44461880166201","POINT (2.44461880166201 41.5397316480346)"
"100700900067730007130","La Riera, 22","833","ESTOMATOLOGOS","41.5390374446278","2.44498261539073","POINT (2.44498261539073 41.5390374446278)"
"100700900068274407130","C. de Lepant, 10","9429","OTROS SERV. SANITARIOS","41.5360286525066","2.4440209739164","POINT (2.4440209739164 41.5360286525066)"
"100700900067750607130","La Riera, 31","834","SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA","41.5392613811889","2.44479478386447","POINT (2.44479478386447 41.5392613811889)"
"100700900067721007130","La Riera, 14","9429","OTROS SERV. SANITARIOS","41.5388156380326","2.44500113853582","POINT (2.44500113853582 41.5388156380326)"
"100700900067730007130","La Riera, 22","9339","OTROS ACTIV. ENSExANZA","41.5390374446278","2.44498261539073","POINT (2.44498261539073 41.5390374446278)"
"100700900068275207130","C. de Lepant, 11","6592","COM.MEN.MUEBLES Y MAQUINAS DE OFICINA","41.536051833999","2.44414997661493","POINT (2.44414997661493 41.536051833999)"
"100700900067750607130","La Riera, 31","834","ODONTOLOGOS","41.5392613811889","2.44479478386447","POINT (2.44479478386447 41.5392613811889)"
"100700900067975307130","C. de La Unix, 32","8497","SERV. GESTION ADMINISTRATIVA","41.536671248628","2.43924875939261","POINT (2.43924875939261 41.536671248628)"
"100700900067730007130","La Riera, 22","6511","COM.MEN.PTOS.TEXTILES PARA EL HOGAR","41.5390374446278","2.44498261539073","POINT (2.44498261539073 41.5390374446278)"
"100700900068279807130","C. de Lepant, 14","6512","COM.MEN.PRENDAS DE VESTIR Y TOCADO","41.5359265686831","2.44412777176377","POINT (2.44412777176377 41.5359265686831)"
"100700900067750607130","La Riera, 31","832","MEDICOS ESPECIALISTAS","41.5392613811889","2.44479478386447","POINT (2.44479478386447 41.5392613811889)"
"100700900067982907130","C. de La Unix, 38","8331","PROMOCION INMOBILIARIA DE TERRENOS","41.5365592323353","2.43909404982558","POINT (2.43909404982558 41.5365592323353)"
"100700900067733807130","La Riera, 23","6516","COM.MEN.CALZADO Y COMPLEMENTOS PIEL","41.5389196113079","2.44484138372525","POINT (2.44484138372525 41.5389196113079)"
"100700900068283207130","C. de Lepant, 18","6732","OTROS CAFES Y BARES","41.5358303636309","2.44422841875451","POINT (2.44422841875451 41.5358303636309)"
"100700900067714007130","La Riera, 12","6516","COM.MEN.CALZADO Y COMPLEMENTOS PIEL","41.5386797340142","2.44499860674342","POINT (2.44499860674342 41.5386797340142)"
"100700900067725107130","La Riera, 19","9339","OTROS ACTIV. ENSExANZA","","",""
"100700900067733807130","La Riera, 23","6134","COM.MAY.CALZADO,PELETERIA,MARROQUINERIA","41.5389196113079","2.44484138372525","POINT (2.44484138372525 41.5389196113079)"
"100700900067742007130","La Riera, 26","6533","COM.MEN.ART.MENAJE,FERRETERIA,ADORNO","41.5391067417202","2.44497286549802","POINT (2.44497286549802 41.5391067417202)"
"100700900067716007130","La Riera, 13","811","BANCA","41.5386920312332","2.44486806330068","POINT (2.44486806330068 41.5386920312332)"
"100700900067725907130","La Riera, 17","9694","MAQUINAS RECREATIVAS Y DE AZAR","41.5388040356739","2.44485689175659","POINT (2.44485689175659 41.5388040356739)"
"100700900067737607130","La Riera, 25","731","ABOGADOS","41.5389980380342","2.44483153637532","POINT (2.44483153637532 41.5389980380342)"
"100700900067744007130","La Riera, 27","6622","COM.MEN.TODA CLASE ART. EN OTROS LOCALES","41.5390891266815","2.44482131436779","POINT (2.44482131436779 41.5390891266815)"
"100700900067716007130","La Riera, 13","811","PROFESIONALES LIMPIEZA","41.5386920312332","2.44486806330068","POINT (2.44486806330068 41.5386920312332)"
"100700900067725907130","La Riera, 17","6722","CAFETERIAS DOS TAZAS","41.5388040356739","2.44485689175659","POINT (2.44485689175659 41.5388040356739)"
"100700900068272307130","C. de Lepant, 6","6732","OTROS CAFES Y BARES","41.5361304615408","2.44391446310503","POINT (2.44391446310503 41.5361304615408)"
"100700900067748407130","La Riera, 28","6512","COM.MEN.PRENDAS DE VESTIR Y TOCADO","41.5391626377435","2.44496361346718","POINT (2.44496361346718 41.5391626377435)"
"100700900067716007130","La Riera, 13","9339","OTROS ACTIV. ENSExANZA","41.5386920312332","2.44486806330068","POINT (2.44486806330068 41.5386920312332)"
"100700900067727207130","La Riera, 20","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5389621863159","2.44498964272797","POINT (2.44498964272797 41.5389621863159)"
"100700900068273607130","C. de Lepant, 9","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5360923179751","2.44410762895434","POINT (2.44410762895434 41.5360923179751)"
"100700900067749807130","La Riera, 29","6532","COM.MEN.APARATOS DE USO DOMESTICO","41.5391619107963","2.44481772958844","POINT (2.44481772958844 41.5391619107963)"
"100700900067721007130","La Riera, 14","6191","COM.MAY. JUGUETES Y ARTICULOS DEPORTE","41.5388156380326","2.44500113853582","POINT (2.44500113853582 41.5388156380326)"
"100700900067728607130","La Riera, 21","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5388757154472","2.44484798345846","POINT (2.44484798345846 41.5388757154472)"
"100700900069425107130","C. de Malgrat, 34","4354","FAB. PRENDAS EXTERIORES DE PUNTO","41.5490770998132","2.42878066333703","POINT (2.42878066333703 41.5490770998132)"
"100700900068399007130","C. de Llauder, 2","4681","FAB. MOBILIARIO DE MADERA PARA EL HOGAR","41.5360383213919","2.4415569285197","POINT (2.4415569285197 41.5360383213919)"
"100700900069287007130","C. Major, 49","6594","COM.MEN.PERIODICOS,LIBROS,ART.PAPELERIA","41.5419020888253","2.42681388683969","POINT (2.42681388683969 41.5419020888253)"
"100700900069331607130","C. Major, 66","9311","GUARDERIA Y ENSENANZA INFANTIL,EXCLUSIV.","41.542626283597","2.42758755978249","POINT (2.42758755978249 41.542626283597)"
"100700900068878107130","C. de Lluxs Moret, 1","9731","SERVICIOS FOTOGRAFICOS","41.537401321514","2.42984991681212","POINT (2.42984991681212 41.537401321514)"
"100700900068427607130","C. de Llauder, 22","5047","INSTALACIONES TELEFONICAS","41.5356974262764","2.44112971632906","POINT (2.44112971632906 41.5356974262764)"
"100700900069312707130","C. Major, 55","342","FAB.MATERIAL ELECTRICO DE USO Y EQUIP.","41.5423237934446","2.42717067467084","POINT (2.42717067467084 41.5423237934446)"
"100700900069081707130","C. de la Ciutat de los xlamos, 42","9672","ESCUELAS Y SERV. PERFECC. DEL DEPORTE","41.5454535168921","2.44569239377754","POINT (2.44569239377754 41.5454535168921)"
"100700900069129607130","C. de Lucius Marcius Optatus, 8","9211","SERV. LIMPIEZA VIARIA Y JARDINES","41.5394998547805","2.43337834869703","POINT (2.43337834869703 41.5394998547805)"
"100700900069745907130","C. de la Maratx, 74","6912","REPARACION AUTOMOVILES Y BICICLETAS","41.5358665127265","2.42538217286758","POINT (2.42538217286758 41.5358665127265)"
"100700900068717307130","AV. de Lluxs Companys, 51","4239","ELAB. OTROS PTOS. ALIMENTICIOS NCOP","41.5343151743916","2.43228143812114","POINT (2.43228143812114 41.5343151743916)"
"100700900068881307130","AV. de la Gatassa, 22","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5372999105208","2.42998365405385","POINT (2.42998365405385 41.5372999105208)"
"100700900069665307130","C. de la Maratx, 46","453","CONFECC. TODA CLASE PRENDAS VESTIR","41.5363441006308","2.42662640692326","POINT (2.42662640692326 41.5363441006308)"
"100700900099625007130","C. de Montserrat, 48","6512","COM.MEN.PRENDAS DE VESTIR Y TOCADO","41.5370738822869","2.44295677174201","POINT (2.44295677174201 41.5370738822869)"
"100700900068717307130","AV. de Lluxs Companys, 51","9799","OTROS SERVICIOS PERSONALES NCOP","41.5343151743916","2.43228143812114","POINT (2.43228143812114 41.5343151743916)"
"100700900068847707130","C. de Lluxs Millet, 8","842","SERVICIOS FINANCIEROS Y CONTABLES","41.5507844983999","2.44118409857986","POINT (2.44118409857986 41.5507844983999)"
"100700900068117907130","C. de La Unix, 97","4352","FAB. CALCETERIA","41.5348216631861","2.43683814274367","POINT (2.43683814274367 41.5348216631861)"
"100700900054881407130","C. d'Argentona, 79","9721","SERV. PELUQUERIA SENORAS Y CABALLEROS","41.5406461771527","2.44055435264064","POINT (2.44055435264064 41.5406461771527)"
"100700900068782407130","AV. de Lluxs Companys, 63","6715","RESTAURANTES DE UN TENEDOR","41.5339240777012","2.43245577166492","POINT (2.43245577166492 41.5339240777012)"
"100700900068847707130","C. de Lluxs Millet, 8","6732","OTROS CAFES Y BARES","41.5507844983999","2.44118409857986","POINT (2.44118409857986 41.5507844983999)"
"100700900068127107130","C. de La Unix, 100","5011","CONSTRUCCION COMPLETA, REPAR. Y CONSERV.","41.5348611777597","2.43671751251808","POINT (2.43671751251808 41.5348611777597)"
"100700900069760207130","C. de la Maratx, 78","5055","CARPINTERIA Y CERRAJERIA","41.5358275617649","2.42526934634872","POINT (2.42526934634872 41.5358275617649)"
"100700900068785607130","AV. de Lluxs Companys, 59","9722","SALONES E INSTITUTOS DE BELLEZA","41.534062751839","2.43239515415116","POINT (2.43239515415116 41.534062751839)"
"100700900068855107130","C. de Lluxs Millet, 14","5055","CARPINTERIA Y CERRAJERIA","41.5506825249669","2.44164271464631","POINT (2.44164271464631 41.5506825249669)"
"100700900068397007130","C. de Llauder, 2B","9721","SERV. PELUQUERIA SENORAS Y CABALLEROS","41.5361042938642","2.44164011812341","POINT (2.44164011812341 41.5361042938642)"
"100700900069263807130","C. Major, 47","6472","COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2","41.5418268837404","2.42674446957505","POINT (2.42674446957505 41.5418268837404)"
"100700900069031007130","C. de la Ciutat de los xlamos, 17","9672","ESCUELAS Y SERV. PERFECC. DEL DEPORTE","41.5448702379347","2.44642077782939","POINT (2.44642077782939 41.5448702379347)"
"100700900069413707130","C. de Malgrat, 28","6912","REPARACION AUTOMOVILES Y BICICLETAS","41.5489742517721","2.42899287563206","POINT (2.42899287563206 41.5489742517721)"
"100700900068397007130","C. de Llauder, 2B","9722","SALONES E INSTITUTOS DE BELLEZA","41.5361042938642","2.44164011812341","POINT (2.44164011812341 41.5361042938642)"
"100700900068974707130","C. de la Ciutat de los xlamos, 15","9721","SERV. PELUQUERIA SENORAS Y CABALLEROS","41.5448343721329","2.44647657695771","POINT (2.44647657695771 41.5448343721329)"
"100700900069322107130","C. Major, 59","6912","REPARACION AUTOMOVILES Y BICICLETAS","41.542509094575","2.42732286062189","POINT (2.42732286062189 41.542509094575)"
"100700900068613207130","AV. de Lluxs Companys, 26","4332","PREP. HILADO Y TEJIDO DE FIBRAS SINTETIC","41.5350188133303","2.4315850925163","POINT (2.4315850925163 41.5350188133303)"
"100700900068373407130","AV. del Maresme, 209","9321","ENSExANZA FORMACION PROF. NO SUPERIOR","41.5339516922456","2.44579153002265","POINT (2.44579153002265 41.5339516922456)"
"100700900067844207130","La Riera, 122","8332","PROMOCION INMOBILIARIA DE EDIFICACIONES","41.5424623299483","2.4435249294387","POINT (2.4435249294387 41.5424623299483)"
"100700900067802607130","La Riera, 67","6715","RESTAURANTES DE UN TENEDOR","41.5402826355077","2.44434228964661","POINT (2.44434228964661 41.5402826355077)"
"100700900067815807130","La Riera, 87","6522","COM.MEN.PTOS.DROGUERIA,PERFUMERIA","41.5407663371657","2.44414164249161","POINT (2.44414164249161 41.5407663371657)"
"100700900068373407130","AV. del Maresme, 209","6153","COM. MAY. APARATOS ELECTRODOMESTICOS","41.5339516922456","2.44579153002265","POINT (2.44579153002265 41.5339516922456)"
"100700900068100407130","C. de La Unix, 89","9321","ENSExANZA FORMACION PROF. NO SUPERIOR","41.5349816634653","2.43706357964004","POINT (2.43706357964004 41.5349816634653)"
"100700900067805207130","La Riera, 74","6512","COM.MEN.PRENDAS DE VESTIR Y TOCADO","41.5407689492996","2.44434741420625","POINT (2.44434741420625 41.5407689492996)"
"100700900067820507130","La Riera, 91","6732","OTROS CAFES Y BARES","41.5408538621731","2.44410832654546","POINT (2.44410832654546 41.5408538621731)"
"100700900054781807130","C. d'Argentona, 1","9339","OTROS ACTIV. ENSExANZA","41.5410920720415","2.44370073173323","POINT (2.44370073173323 41.5410920720415)"
"100700900068100407130","C. de La Unix, 89","9321","ENSExANZA FORMACION PROF. NO SUPERIOR","41.5349816634653","2.43706357964004","POINT (2.43706357964004 41.5349816634653)"
"100700900067806807130","La Riera, 80","9721","SERV. PELUQUERIA SENORAS Y CABALLEROS","41.5409599494443","2.44426548176841","POINT (2.44426548176841 41.5409599494443)"
"100700900067824407130","La Riera, 93","6512","COM.MEN.PRENDAS DE VESTIR Y TOCADO","41.5409246717046","2.44407933864255","POINT (2.44407933864255 41.5409246717046)"
"100700900067836907130","La Riera, 103","8321","AGENCIAS DE SEGUROS Y CORREDURIAS","41.5413629900652","2.44387558530092","POINT (2.44387558530092 41.5413629900652)"
"100700900067795107130","La Riera, 59","6521","FARMACIAS","","",""
"100700900067807707130","La Riera, 81","6532","COM.MEN.APARATOS DE USO DOMESTICO","41.5406220285451","2.44418533737503","POINT (2.44418533737503 41.5406220285451)"
"100700900067826807130","La Riera, 97","9722","SALONES E INSTITUTOS DE BELLEZA","41.541021184014","2.4440389085994","POINT (2.4440389085994 41.541021184014)"
"100700900067836907130","La Riera, 103","6732","OTROS CAFES Y BARES","41.5413629900652","2.44387558530092","POINT (2.44387558530092 41.5413629900652)"
"100700900067798307130","La Riera, 61","6732","OTROS CAFES Y BARES","41.5401596859844","2.44440799271844","POINT (2.44440799271844 41.5401596859844)"
"100700900067810507130","La Riera, 84","6441","COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS","41.5410929835376","2.44420862870996","POINT (2.44420862870996 41.5410929835376)"
"100700900067827607130","La Riera, 98","6533","COM.MEN.ART.MENAJE,FERRETERIA,ADORNO","41.5414863879371","2.44403560864033","POINT (2.44403560864033 41.5414863879371)"
"100700900067843307130","La Riera, 110","6732","OTROS CAFES Y BARES","41.5421743169456","2.44369152219394","POINT (2.44369152219394 41.5421743169456)"
"100700900067798307130","La Riera, 61","6732","OTROS CAFES Y BARES","41.5401596859844","2.44440799271844","POINT (2.44440799271844 41.5401596859844)"
"100700900068077107130","C. de Francisco Pizarro, 42","9721","SERV. PELUQUERIA SENORAS Y CABALLEROS","41.5353800859847","2.43722614066881","POINT (2.43722614066881 41.5353800859847)"
"100700900065074307130","C. de Francisco d'Herrera, 58","474","ARTES GRAFICAS (IMPRESION GRAFICA)","41.5434778397391","2.45293200882869","POINT (2.45293200882869 41.5434778397391)"
"100700900067843307130","La Riera, 110","9651","ESPECTACULOS EN SALAS Y LOCALES","41.5421743169456","2.44369152219394","POINT (2.44369152219394 41.5421743169456)"
"100700900067798307130","La Riera, 61","6732","OTROS CAFES Y BARES","41.5401596859844","2.44440799271844","POINT (2.44440799271844 41.5401596859844)"
"100700900068080707130","C. de La Unix, 84","6193","COM.MAY. METALES PRECIOSOS, Y JOYERIA","41.5351572441567","2.43713266657957","POINT (2.43713266657957 41.5351572441567)"
"100700900068373407130","AV. del Maresme, 209","6441","COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS","41.5339516922456","2.44579153002265","POINT (2.44579153002265 41.5339516922456)"
"100700900067843307130","La Riera, 110","9312","ENSExANZA    OBLIGATORIA(PRIMARIA/SECUNDAR)","41.5421743169456","2.44369152219394","POINT (2.44369152219394 41.5421743169456)"
"100700900067800607130","La Riera, 66","6593","COM.MEN.APARATOS MEDICOS, ORTOPEDICOS","41.5405088967506","2.44445516762077","POINT (2.44445516762077 41.5405088967506)"
"100700900068610907130","AV. de Lluxs Companys, 16","4369","TEXTILES APRESTADOS Y MERCERIZADOS","41.535505241871","2.43136732551978","POINT (2.43136732551978 41.535505241871)"
"100700900070676207130","C. de la Mare de Dxu dels xngels, 27","5011","CONSTRUCCION COMPLETA, REPAR. Y CONSERV.","41.5501591860325","2.4422939676396","POINT (2.4422939676396 41.5501591860325)"
"100700900069819507130","C. de la Mare Alfonsa Cavxn, 7","6443","COM.MEN.PTOS.PASTELERIA,BOLLERIA","41.5492441947854","2.448627473783","POINT (2.448627473783 41.5492441947854)"
"100700900070860307130","AV. del Maresme, 379","6512","COM.MEN.PRENDAS DE VESTIR Y TOCADO","41.5378138254311","2.45112693294471","POINT (2.45112693294471 41.5378138254311)"
"100700900070165207130","C. de la Mare de Dxu de La Cisa , 55","645","COM.MEN.VINOS Y BEBIDAS","41.5367389706122","2.42627597758084","POINT (2.42627597758084 41.5367389706122)"
