ZONA,CODI_US,DESCRIPCIO_US,LAT,LNG,WKT
"Usos Sòl","INT","Interior","41,5577556238801","2,45166297565494","POINT (2.45166297565494 41.5577556238801)"
"Usos Sòl","INT","Interior","41,5572176941831","2,45232531630254","POINT (2.45232531630254 41.5572176941831)"
"Usos Sòl","INT","Interior","41,5581605884539","2,45317799811809","POINT (2.45317799811809 41.5581605884539)"
"Usos Sòl","INT","Interior","41,5587748005654","2,45202299255152","POINT (2.45202299255152 41.5587748005654)"
"Usos Sòl","INT","Interior","41,5593167542902","2,44998724900262","POINT (2.44998724900262 41.5593167542902)"
"Usos Sòl","ZV","Zona Verda","41,5575544154933","2,45488741689422","POINT (2.45488741689422 41.5575544154933)"
"Usos Sòl","INT","Interior","41,5430825626022","2,4598653854016","POINT (2.4598653854016 41.5430825626022)"
"Usos Sòl","EQES","Equipament Esportiu","41,5443927267429","2,46191006492819","POINT (2.46191006492819 41.5443927267429)"
"Usos Sòl","EQ","Equipament","41,544029170834","2,46126938971013","POINT (2.46126938971013 41.544029170834)"
"Usos Sòl","ZV","Zona Verda","41,525842295961","2,42677575584707","POINT (2.42677575584707 41.525842295961)"
"Usos Sòl","ZV","Zona Verda","41,5259465859037","2,42698504622762","POINT (2.42698504622762 41.5259465859037)"
"Usos Sòl","TR","Transit Reduït","41,5381657926888","2,43363062378022","POINT (2.43363062378022 41.5381657926888)"
"Usos Sòl","ZV","Zona Verda","41,5392515183481","2,43388737335465","POINT (2.43388737335465 41.5392515183481)"
"Usos Sòl","INT","Interior","41,5550831336801","2,43427576535793","POINT (2.43427576535793 41.5550831336801)"
"Usos Sòl","ZV","Zona Verda","41,5567506683702","2,4352235102124","POINT (2.4352235102124 41.5567506683702)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5541724858572","2,43490299532511","POINT (2.43490299532511 41.5541724858572)"
"Usos Sòl","EQ","Equipament","41,5549584161468","2,43859410120456","POINT (2.43859410120456 41.5549584161468)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5552099057264","2,44286550689778","POINT (2.44286550689778 41.5552099057264)"
"Usos Sòl","INT","Interior","41,5574510196438","2,4500478631713","POINT (2.4500478631713 41.5574510196438)"
"Usos Sòl","ZV","Zona Verda","41,5499612741484","2,45398095232768","POINT (2.45398095232768 41.5499612741484)"
"Usos Sòl","ZV","Zona Verda","41,5515236638619","2,45566274610627","POINT (2.45566274610627 41.5515236638619)"
"Usos Sòl","ZV","Zona Verda","41,5533005453597","2,45704484951132","POINT (2.45704484951132 41.5533005453597)"
"Usos Sòl","ZV","Zona Verda","41,5541374584209","2,45727033209776","POINT (2.45727033209776 41.5541374584209)"
"Usos Sòl","ZV","Zona Verda","41,5540312462982","2,45773497661733","POINT (2.45773497661733 41.5540312462982)"
"Usos Sòl","ZV","Zona Verda","41,5543487665961","2,45687563532811","POINT (2.45687563532811 41.5543487665961)"
"Usos Sòl","ZV","Zona Verda","41,5550463140116","2,45755435044597","POINT (2.45755435044597 41.5550463140116)"
"Usos Sòl","INT","Interior","41,555320006382","2,45848297788119","POINT (2.45848297788119 41.555320006382)"
"Usos Sòl","INT","Interior","41,5537773905889","2,45948907744209","POINT (2.45948907744209 41.5537773905889)"
"Usos Sòl","INT","Interior","41,5531303544373","2,460174457449","POINT (2.460174457449 41.5531303544373)"
"Usos Sòl","INT","Interior","41,5527000219828","2,46160273143458","POINT (2.46160273143458 41.5527000219828)"
"Usos Sòl","INT","Interior","41,553593162024","2,46083262673211","POINT (2.46083262673211 41.553593162024)"
"Usos Sòl","INT","Interior","41,5540290752556","2,46138968339347","POINT (2.46138968339347 41.5540290752556)"
"Usos Sòl","INT","Interior","41,553422632744","2,45104551217453","POINT (2.45104551217453 41.553422632744)"
"Usos Sòl","INT","Interior","41,5538463407727","2,45232394644091","POINT (2.45232394644091 41.5538463407727)"
"Usos Sòl","INT","Interior","41,5525920346236","2,45401582853396","POINT (2.45401582853396 41.5525920346236)"
"Usos Sòl","INT","Interior","41,5515078322776","2,45377852817194","POINT (2.45377852817194 41.5515078322776)"
"Usos Sòl","INT","Interior","41,5508080645855","2,45307705535324","POINT (2.45307705535324 41.5508080645855)"
"Usos Sòl","ZV","Zona Verda","41,5537060118737","2,45147984774969","POINT (2.45147984774969 41.5537060118737)"
"Usos Sòl","ZV","Zona Verda","41,5526680806723","2,45185423694182","POINT (2.45185423694182 41.5526680806723)"
"Usos Sòl","ZV","Zona Verda","41,5532384226655","2,45189276963541","POINT (2.45189276963541 41.5532384226655)"
"Usos Sòl","EQP","Equipament en Projecte","41,5448585590718","2,42771253009652","POINT (2.42771253009652 41.5448585590718)"
"Usos Sòl","INT","Interior","41,5450654183632","2,42636640599022","POINT (2.42636640599022 41.5450654183632)"
"Usos Sòl","INT","Interior","41,5452841533524","2,42526149591752","POINT (2.42526149591752 41.5452841533524)"
"Usos Sòl","INT","Interior","41,5465768536132","2,42605923978482","POINT (2.42605923978482 41.5465768536132)"
"Usos Sòl","ZV","Zona Verda","41,5472727332708","2,42648787263333","POINT (2.42648787263333 41.5472727332708)"
"Usos Sòl","ZV","Zona Verda","41,5469535050468","2,42494985165452","POINT (2.42494985165452 41.5469535050468)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5456525600214","2,42221729938966","POINT (2.42221729938966 41.5456525600214)"
"Usos Sòl","INT","Interior","41,5456174575253","2,42444172011511","POINT (2.42444172011511 41.5456174575253)"
"Usos Sòl","INT","Interior","41,5451452424593","2,42368482441996","POINT (2.42368482441996 41.5451452424593)"
"Usos Sòl","INT","Interior","41,5451825709429","2,42316552369124","POINT (2.42316552369124 41.5451825709429)"
"Usos Sòl","INT","Interior","41,5448487808232","2,42222784081505","POINT (2.42222784081505 41.5448487808232)"
"Usos Sòl","INT","Interior","41,5446517050524","2,42176096026722","POINT (2.42176096026722 41.5446517050524)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5388020041082","2,42019643278231","POINT (2.42019643278231 41.5388020041082)"
"Usos Sòl","ZV","Zona Verda","41,551823733243","2,42646880611748","POINT (2.42646880611748 41.551823733243)"
"Usos Sòl","EQ","Equipament","41,5527381301751","2,42640513766443","POINT (2.42640513766443 41.5527381301751)"
"Usos Sòl","EQ","Equipament","41,554452814712","2,42647176549715","POINT (2.42647176549715 41.554452814712)"
"Usos Sòl","EQ","Equipament","41,5545063508443","2,42659962000766","POINT (2.42659962000766 41.5545063508443)"
"Usos Sòl","ESC","Escola","41,5458879765161","2,42662405184888","POINT (2.42662405184888 41.5458879765161)"
"Usos Sòl","ESC","Escola","41,5459399131122","2,42509676967681","POINT (2.42509676967681 41.5459399131122)"
"Usos Sòl","INT","Interior","41,5467791916752","2,42547793063976","POINT (2.42547793063976 41.5467791916752)"
"Usos Sòl","INT","Interior","41,5544047257036","2,46046280556468","POINT (2.46046280556468 41.5544047257036)"
"Usos Sòl","INT","Interior","41,5547326231186","2,45976283755979","POINT (2.45976283755979 41.5547326231186)"
"Usos Sòl","INT","Interior","41,5464768845577","2,42865506857873","POINT (2.42865506857873 41.5464768845577)"
"Usos Sòl","ZV","Zona Verda","41,5464333776064","2,42822278963664","POINT (2.42822278963664 41.5464333776064)"
"Usos Sòl","EQ","Equipament","41,5464911449609","2,42840503362855","POINT (2.42840503362855 41.5464911449609)"
"Usos Sòl","ZV","Zona Verda","41,5469534931546","2,42821966113653","POINT (2.42821966113653 41.5469534931546)"
"Usos Sòl","INT","Interior","41,5468713025718","2,42834847237252","POINT (2.42834847237252 41.5468713025718)"
"Usos Sòl","TR","Transit Reduït","41,5439922100141","2,42926813654737","POINT (2.42926813654737 41.5439922100141)"
"Usos Sòl","ESC","Escola","41,5444280049134","2,42787299432089","POINT (2.42787299432089 41.5444280049134)"
"Usos Sòl","EQ","Equipament","41,5550282291875","2,42822973185341","POINT (2.42822973185341 41.5550282291875)"
"Usos Sòl","EQES","Equipament Esportiu","41,5562659455792","2,42644326527567","POINT (2.42644326527567 41.5562659455792)"
"Usos Sòl","INT","Interior","41,5484365693254","2,44615161360009","POINT (2.44615161360009 41.5484365693254)"
"Usos Sòl","ZV","Zona Verda","41,5502704594098","2,44545997359639","POINT (2.44545997359639 41.5502704594098)"
"Usos Sòl","ZV","Zona Verda","41,5508874781666","2,44561301404633","POINT (2.44561301404633 41.5508874781666)"
"Usos Sòl","ZV","Zona Verda","41,5511617676258","2,44564017154095","POINT (2.44564017154095 41.5511617676258)"
"Usos Sòl","ZV","Zona Verda","41,5522460696545","2,44852937139608","POINT (2.44852937139608 41.5522460696545)"
"Usos Sòl","EQ","Equipament","41,5501345566135","2,45185860559751","POINT (2.45185860559751 41.5501345566135)"
"Usos Sòl","EQ","Equipament","41,5500483697681","2,45304541631156","POINT (2.45304541631156 41.5500483697681)"
"Usos Sòl","EQ","Equipament","41,5496403263884","2,45309493489737","POINT (2.45309493489737 41.5496403263884)"
"Usos Sòl","EQ","Equipament","41,5498848247048","2,45281409989906","POINT (2.45281409989906 41.5498848247048)"
"Usos Sòl","EQ","Equipament","41,5502562432769","2,4532543241637","POINT (2.4532543241637 41.5502562432769)"
"Usos Sòl","EQES","Equipament Esportiu","41,5502543210363","2,45159235229912","POINT (2.45159235229912 41.5502543210363)"
"Usos Sòl","EQES","Equipament Esportiu","41,5503410702801","2,45174857187267","POINT (2.45174857187267 41.5503410702801)"
"Usos Sòl","EQES","Equipament Esportiu","41,5503846194486","2,45189342409388","POINT (2.45189342409388 41.5503846194486)"
"Usos Sòl","EQES","Equipament Esportiu","41,5508734176565","2,45113740714396","POINT (2.45113740714396 41.5508734176565)"
"Usos Sòl","ZV","Zona Verda","41,5516714906639","2,45096124223299","POINT (2.45096124223299 41.5516714906639)"
"Usos Sòl","ESC","Escola","41,5525922444722","2,44960705503153","POINT (2.44960705503153 41.5525922444722)"
"Usos Sòl","ZV","Zona Verda","41,5529844682028","2,44889917934803","POINT (2.44889917934803 41.5529844682028)"
"Usos Sòl","ZV","Zona Verda","41,5534205309145","2,4490802954935","POINT (2.4490802954935 41.5534205309145)"
"Usos Sòl","ZV","Zona Verda","41,5534786056669","2,44931794343751","POINT (2.44931794343751 41.5534786056669)"
"Usos Sòl","EQ","Equipament","41,5545276124125","2,42668002721369","POINT (2.42668002721369 41.5545276124125)"
"Usos Sòl","EQ","Equipament","41,5543924941831","2,42658221691216","POINT (2.42658221691216 41.5543924941831)"
"Usos Sòl","ZV","Zona Verda","41,5533904221757","2,43113470976944","POINT (2.43113470976944 41.5533904221757)"
"Usos Sòl","ZV","Zona Verda","41,5534573048544","2,43038238675045","POINT (2.43038238675045 41.5534573048544)"
"Usos Sòl","ZV","Zona Verda","41,5538402835083","2,43103027498363","POINT (2.43103027498363 41.5538402835083)"
"Usos Sòl","ZV","Zona Verda","41,5550651489793","2,42946003454105","POINT (2.42946003454105 41.5550651489793)"
"Usos Sòl","ZV","Zona Verda","41,5539927233774","2,43144507771281","POINT (2.43144507771281 41.5539927233774)"
"Usos Sòl","ZV","Zona Verda","41,5544834461319","2,43162514497185","POINT (2.43162514497185 41.5544834461319)"
"Usos Sòl","ZV","Zona Verda","41,5548600952276","2,43177037900953","POINT (2.43177037900953 41.5548600952276)"
"Usos Sòl","ZV","Zona Verda","41,5551531957384","2,43189317971407","POINT (2.43189317971407 41.5551531957384)"
"Usos Sòl","ZV","Zona Verda","41,5558006424991","2,43333995030288","POINT (2.43333995030288 41.5558006424991)"
"Usos Sòl","ZV","Zona Verda","41,5553764561198","2,43171208251807","POINT (2.43171208251807 41.5553764561198)"
"Usos Sòl","EQES","Equipament Esportiu","41,5544498799865","2,42920728580206","POINT (2.42920728580206 41.5544498799865)"
"Usos Sòl","ZV","Zona Verda","41,5549276257016","2,44485752288977","POINT (2.44485752288977 41.5549276257016)"
"Usos Sòl","INT","Interior","41,5519645026268","2,4467417388615","POINT (2.4467417388615 41.5519645026268)"
"Usos Sòl","INT","Interior","41,5525752624506","2,44740602810708","POINT (2.44740602810708 41.5525752624506)"
"Usos Sòl","INT","Interior","41,5533005995372","2,44754484689345","POINT (2.44754484689345 41.5533005995372)"
"Usos Sòl","INT","Interior","41,5536919053508","2,4465869640107","POINT (2.4465869640107 41.5536919053508)"
"Usos Sòl","INT","Interior","41,5538634479521","2,44717654235302","POINT (2.44717654235302 41.5538634479521)"
"Usos Sòl","INT","Interior","41,5544893297669","2,44695140542048","POINT (2.44695140542048 41.5544893297669)"
"Usos Sòl","INT","Interior","41,5544557594036","2,44627806058737","POINT (2.44627806058737 41.5544557594036)"
"Usos Sòl","INT","Interior","41,5528208867662","2,44649489546493","POINT (2.44649489546493 41.5528208867662)"
"Usos Sòl","INT","Interior","41,553571711124","2,44616340757285","POINT (2.44616340757285 41.553571711124)"
"Usos Sòl","INT","Interior","41,5543808318944","2,44580398064733","POINT (2.44580398064733 41.5543808318944)"
"Usos Sòl","TR","Transit Reduït","41,5524217747918","2,44712534725206","POINT (2.44712534725206 41.5524217747918)"
"Usos Sòl","TR","Transit Reduït","41,5531143684877","2,44592669368424","POINT (2.44592669368424 41.5531143684877)"
"Usos Sòl","TR","Transit Reduït","41,5532110671656","2,44632341792578","POINT (2.44632341792578 41.5532110671656)"
"Usos Sòl","ZV","Zona Verda","41,5530422869284","2,43121598906588","POINT (2.43121598906588 41.5530422869284)"
"Usos Sòl","ZV","Zona Verda","41,5539987696345","2,43019698072762","POINT (2.43019698072762 41.5539987696345)"
"Usos Sòl","INT","Interior","41,5529008347778","2,44792823234152","POINT (2.44792823234152 41.5529008347778)"
"Usos Sòl","INT","Interior","41,5530118035339","2,44695293654676","POINT (2.44695293654676 41.5530118035339)"
"Usos Sòl","ZV","Zona Verda","41,5539977674343","2,44917364834485","POINT (2.44917364834485 41.5539977674343)"
"Usos Sòl","ZV","Zona Verda","41,5537732302279","2,44810967737616","POINT (2.44810967737616 41.5537732302279)"
"Usos Sòl","ZV","Zona Verda","41,5525605120894","2,44814405911962","POINT (2.44814405911962 41.5525605120894)"
"Usos Sòl","ZV","Zona Verda","41,5514078460099","2,4457756043703","POINT (2.4457756043703 41.5514078460099)"
"Usos Sòl","ZV","Zona Verda","41,5518889239681","2,44609269006616","POINT (2.44609269006616 41.5518889239681)"
"Usos Sòl","ART","Vies Principals","41,5526195036117","2,43193997003318","POINT (2.43193997003318 41.5526195036117)"
"Usos Sòl","ART","Vies Principals","41,5535963428067","2,43412681041629","POINT (2.43412681041629 41.5535963428067)"
"Usos Sòl","TR","Transit Reduït","41,5524639308059","2,43196703796049","POINT (2.43196703796049 41.5524639308059)"
"Usos Sòl","FONS","Fons","41,5520310749216","2,43282858975577","POINT (2.43282858975577 41.5520310749216)"
"Usos Sòl","ZV","Zona Verda","41,5523930675091","2,43410717117144","POINT (2.43410717117144 41.5523930675091)"
"Usos Sòl","ART","Vies Principals","41,5532011299969","2,43458077673304","POINT (2.43458077673304 41.5532011299969)"
"Usos Sòl","FONS","Fons","41,5514619751818","2,43039856185295","POINT (2.43039856185295 41.5514619751818)"
"Usos Sòl","FONS","Fons","41,5514608968672","2,43140087923065","POINT (2.43140087923065 41.5514608968672)"
"Usos Sòl","FONS","Fons","41,551423412137","2,43118853063263","POINT (2.43118853063263 41.551423412137)"
"Usos Sòl","ART","Vies Principals","41,5511222835772","2,43140344772292","POINT (2.43140344772292 41.5511222835772)"
"Usos Sòl","ZV","Zona Verda","41,5512106962625","2,43133618634521","POINT (2.43133618634521 41.5512106962625)"
"Usos Sòl","FONS","Fons","41,5509989365372","2,42788977101095","POINT (2.42788977101095 41.5509989365372)"
"Usos Sòl","TR","Transit Reduït","41,5389366485506","2,4188077123053","POINT (2.4188077123053 41.5389366485506)"
"Usos Sòl","FONS","Fons","41,5454951903874","2,41649370113331","POINT (2.41649370113331 41.5454951903874)"
"Usos Sòl","FONS","Fons","41,5451127034288","2,41602413766702","POINT (2.41602413766702 41.5451127034288)"
"Usos Sòl","FONS","Fons","41,5449655268794","2,41631534753217","POINT (2.41631534753217 41.5449655268794)"
"Usos Sòl","ZV","Zona Verda","41,553808820791","2,43045107388807","POINT (2.43045107388807 41.553808820791)"
"Usos Sòl","ZV","Zona Verda","41,5530538315532","2,43078236525849","POINT (2.43078236525849 41.5530538315532)"
"Usos Sòl","ZV","Zona Verda","41,5526911873298","2,43105240370166","POINT (2.43105240370166 41.5526911873298)"
"Usos Sòl","FONS","Fons","41,5529122122778","2,43186991213073","POINT (2.43186991213073 41.5529122122778)"
"Usos Sòl","FONS","Fons","41,5529662001324","2,43156220202952","POINT (2.43156220202952 41.5529662001324)"
"Usos Sòl","FONS","Fons","41,5530887327369","2,43311848393955","POINT (2.43311848393955 41.5530887327369)"
"Usos Sòl","ART","Vies Principals","41,5530348337449","2,4318680492092","POINT (2.4318680492092 41.5530348337449)"
"Usos Sòl","FONS","Fons","41,5417349938389","2,41744546708564","POINT (2.41744546708564 41.5417349938389)"
"Usos Sòl","ART","Vies Principals","41,5522172242548","2,43198769387221","POINT (2.43198769387221 41.5522172242548)"
"Usos Sòl","ART","Vies Principals","41,5515560867661","2,42940586095709","POINT (2.42940586095709 41.5515560867661)"
"Usos Sòl","ART","Vies Principals","41,5400507446152","2,44076409630724","POINT (2.44076409630724 41.5400507446152)"
"Usos Sòl","ZV","Zona Verda","41,5540223044248","2,43017122471707","POINT (2.43017122471707 41.5540223044248)"
"Usos Sòl","PREVIST","Espais Nous","41,5427767348525","2,41791930540986","POINT (2.41791930540986 41.5427767348525)"
"Usos Sòl","PREVIST","Espais Nous","41,542651199438","2,41788064608116","POINT (2.41788064608116 41.542651199438)"
"Usos Sòl","PREVIST","Espais Nous","41,5427768126667","2,41792859452855","POINT (2.41792859452855 41.5427768126667)"
"Usos Sòl","PREVIST","Espais Nous","41,5428169151905","2,41806724360654","POINT (2.41806724360654 41.5428169151905)"
"Usos Sòl","PREVIST","Espais Nous","41,5429269162727","2,41813520845523","POINT (2.41813520845523 41.5429269162727)"
"Usos Sòl","PREVIST","Espais Nous","41,5423245821318","2,41884108886829","POINT (2.41884108886829 41.5423245821318)"
"Usos Sòl","PREVIST","Espais Nous","41,5419695704047","2,41930097989595","POINT (2.41930097989595 41.5419695704047)"
"Usos Sòl","PREVIST","Espais Nous","41,5435847290877","2,41876433060343","POINT (2.41876433060343 41.5435847290877)"
"Usos Sòl","PREVIST","Espais Nous","41,5431317380298","2,4191714694285","POINT (2.4191714694285 41.5431317380298)"
"Usos Sòl","PREVIST","Espais Nous","41,5426936474853","2,41934584390952","POINT (2.41934584390952 41.5426936474853)"
"Usos Sòl","PREVIST","Espais Nous","41,5424027745503","2,41982848248283","POINT (2.41982848248283 41.5424027745503)"
"Usos Sòl","PREVIST","Espais Nous","41,5423386337615","2,41980573483712","POINT (2.41980573483712 41.5423386337615)"
"Usos Sòl","PREVIST","Espais Nous","41,5412837469448","2,42018939150846","POINT (2.42018939150846 41.5412837469448)"
"Usos Sòl","PREVIST","Espais Nous","41,5414531863414","2,41996990332902","POINT (2.41996990332902 41.5414531863414)"
"Usos Sòl","PREVIST","Espais Nous","41,5416226253067","2,41975041400399","POINT (2.41975041400399 41.5416226253067)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5428593074886","2,41853720714471","POINT (2.41853720714471 41.5428593074886)"
"Usos Sòl","ART","Vies Principals","41,5517422115993","2,4294996366062","POINT (2.4294996366062 41.5517422115993)"
"Usos Sòl","FONS","Fons","41,5546212610789","2,43773797665318","POINT (2.43773797665318 41.5546212610789)"
"Usos Sòl","ART","Vies Principals","41,5449796610825","2,41604544407979","POINT (2.41604544407979 41.5449796610825)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5534163716713","2,43220598544584","POINT (2.43220598544584 41.5534163716713)"
"Usos Sòl","FONS","Fons","41,5508656438226","2,43088249784683","POINT (2.43088249784683 41.5508656438226)"
"Usos Sòl","FONS","Fons","41,5451767782753","2,41628084835033","POINT (2.41628084835033 41.5451767782753)"
"Usos Sòl","ART","Vies Principals","41,5449705315239","2,41687211828495","POINT (2.41687211828495 41.5449705315239)"
"Usos Sòl","ART","Vies Principals","41,5395523250226","2,41877848040723","POINT (2.41877848040723 41.5395523250226)"
"Usos Sòl","FONS","Fons","41,5419767655219","2,41732755876241","POINT (2.41732755876241 41.5419767655219)"
"Usos Sòl","FONS","Fons","41,5422131720078","2,41722432271713","POINT (2.41722432271713 41.5422131720078)"
"Usos Sòl","INT","Interior","41,5442518709679","2,46207681769869","POINT (2.46207681769869 41.5442518709679)"
"Usos Sòl","TR","Transit Reduït","41,546358354594","2,45089561346775","POINT (2.45089561346775 41.546358354594)"
"Usos Sòl","PREVIST","Espais Nous","41,5298562156318","2,43888513393126","POINT (2.43888513393126 41.5298562156318)"
"Usos Sòl","EQES","Equipament Esportiu","41,571959897491","2,43899480080958","POINT (2.43899480080958 41.571959897491)"
"Usos Sòl","INT","Interior","41,5407887853199","2,44699831938213","POINT (2.44699831938213 41.5407887853199)"
"Usos Sòl","ESC","Escola","41,5345986134219","2,43332487973394","POINT (2.43332487973394 41.5345986134219)"
"Usos Sòl","TR","Transit Reduït","41,5539432888873","2,44599891612506","POINT (2.44599891612506 41.5539432888873)"
"Usos Sòl","TR","Transit Reduït","41,5538857613697","2,44559816698195","POINT (2.44559816698195 41.5538857613697)"
"Usos Sòl","INT","Interior","41,5526472477758","2,44597181921629","POINT (2.44597181921629 41.5526472477758)"
"Usos Sòl","INT","Interior","41,5520005925816","2,44565858725288","POINT (2.44565858725288 41.5520005925816)"
"Usos Sòl","INT","Interior","41,5525057997301","2,44546747925552","POINT (2.44546747925552 41.5525057997301)"
"Usos Sòl","INT","Interior","41,553388167904","2,44507147960431","POINT (2.44507147960431 41.553388167904)"
"Usos Sòl","INT","Interior","41,5534749067903","2,44559748612169","POINT (2.44559748612169 41.5534749067903)"
"Usos Sòl","INT","Interior","41,5542639678328","2,44487385909659","POINT (2.44487385909659 41.5542639678328)"
"Usos Sòl","INT","Interior","41,5542961865425","2,44533301385159","POINT (2.44533301385159 41.5542961865425)"
"Usos Sòl","EQ","Equipament","41,5549535890491","2,44759947850023","POINT (2.44759947850023 41.5549535890491)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5428792736729","2,41755212038531","POINT (2.41755212038531 41.5428792736729)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5436599672301","2,41899739014428","POINT (2.41899739014428 41.5436599672301)"
"Usos Sòl","ZVP","Zona Verda en Projecte","41,5421455819357","2,41958342912237","POINT (2.41958342912237 41.5421455819357)"
"Usos Sòl","PREVIST","Espais Nous","41,5405920856869","2,4188645725777","POINT (2.4188645725777 41.5405920856869)"
"Usos Sòl","PREVIST","Espais Nous","41,5402474572972","2,41918591822145","POINT (2.41918591822145 41.5402474572972)"
"Usos Sòl","PREVIST","Espais Nous","41,5398353610031","2,41929911599842","POINT (2.41929911599842 41.5398353610031)"
"Usos Sòl","VIA","Vials","41,5439210216239","2,41964020786194","POINT (2.41964020786194 41.5439210216239)"
"Usos Sòl","VIA","Vials","41,5415950207971","2,41904540434803","POINT (2.41904540434803 41.5415950207971)"
"Usos Sòl","EQP","Equipament en Projecte","41,5289098322461","2,4359646644965","POINT (2.4359646644965 41.5289098322461)"
"Usos Sòl","PREVIST","Espais Nous","41,5290153955455","2,43552649563884","POINT (2.43552649563884 41.5290153955455)"
"Usos Sòl","PREVIST","Espais Nous","41,5278151170247","2,43710924212868","POINT (2.43710924212868 41.5278151170247)"
"Usos Sòl","INT","Interior","41,5295306839904","2,43651380607657","POINT (2.43651380607657 41.5295306839904)"
"Usos Sòl","ZV","Zona Verda","41,5299866425685","2,43308520290733","POINT (2.43308520290733 41.5299866425685)"
"Usos Sòl","EQ","Equipament","41,5363075834315","2,42466642938103","POINT (2.42466642938103 41.5363075834315)"
"Usos Sòl","EQ","Equipament","41,5312921722272","2,42249876878532","POINT (2.42249876878532 41.5312921722272)"
"Usos Sòl","ZV","Zona Verda","41,5420013786328","2,4344108763445","POINT (2.4344108763445 41.5420013786328)"
"Usos Sòl","ZV","Zona Verda","41,5466247717094","2,43190806236872","POINT (2.43190806236872 41.5466247717094)"
"Usos Sòl","ZV","Zona Verda","41,5466328052938","2,43203511632291","POINT (2.43203511632291 41.5466328052938)"
"Usos Sòl","ZV","Zona Verda","41,5466181169435","2,43178075759753","POINT (2.43178075759753 41.5466181169435)"
"Usos Sòl","ZV","Zona Verda","41,5481027654058","2,4320040682465","POINT (2.4320040682465 41.5481027654058)"
"Usos Sòl","ZV","Zona Verda","41,5472138641194","2,4329384480879","POINT (2.4329384480879 41.5472138641194)"
"Usos Sòl","ZV","Zona Verda","41,5486560928798","2,43271209843655","POINT (2.43271209843655 41.5486560928798)"
"Usos Sòl","ZV","Zona Verda","41,5460932674978","2,43159435435765","POINT (2.43159435435765 41.5460932674978)"
"Usos Sòl","ZV","Zona Verda","41,5412926871447","2,43507617209867","POINT (2.43507617209867 41.5412926871447)"
"Usos Sòl","ZV","Zona Verda","41,5435311795614","2,43023798801822","POINT (2.43023798801822 41.5435311795614)"
"Usos Sòl","ZV","Zona Verda","41,544861188233","2,43144109737157","POINT (2.43144109737157 41.544861188233)"
"Usos Sòl","ZV","Zona Verda","41,5461032395631","2,4319586968894","POINT (2.4319586968894 41.5461032395631)"
"Usos Sòl","ZV","Zona Verda","41,5436744676776","2,43777159661547","POINT (2.43777159661547 41.5436744676776)"
"Usos Sòl","ZV","Zona Verda","41,5455903747034","2,44107761372573","POINT (2.44107761372573 41.5455903747034)"
"Usos Sòl","ZV","Zona Verda","41,544755022327","2,43367278261375","POINT (2.43367278261375 41.544755022327)"
"Usos Sòl","ZV","Zona Verda","41,5456519358822","2,43349940684719","POINT (2.43349940684719 41.5456519358822)"
"Usos Sòl","ZV","Zona Verda","41,5461740038127","2,43232320882443","POINT (2.43232320882443 41.5461740038127)"
"Usos Sòl","ZV","Zona Verda","41,5454579375004","2,43202154429186","POINT (2.43202154429186 41.5454579375004)"
"Usos Sòl","ZV","Zona Verda","41,5439354240363","2,43266457349498","POINT (2.43266457349498 41.5439354240363)"
"Usos Sòl","ZV","Zona Verda","41,5499173942631","2,43184888560147","POINT (2.43184888560147 41.5499173942631)"
"Usos Sòl","ZV","Zona Verda","41,5506189663822","2,43193257651846","POINT (2.43193257651846 41.5506189663822)"
"Usos Sòl","ZV","Zona Verda","41,5509471060797","2,43153643079498","POINT (2.43153643079498 41.5509471060797)"
"Usos Sòl","ZV","Zona Verda","41,5500544080712","2,43130956068897","POINT (2.43130956068897 41.5500544080712)"
"Usos Sòl","ZV","Zona Verda","41,5498139759556","2,42950104218872","POINT (2.42950104218872 41.5498139759556)"
"Usos Sòl","ZV","Zona Verda","41,5499218274447","2,43302930922017","POINT (2.43302930922017 41.5499218274447)"
"Usos Sòl","EQ","Equipament","41,5500517892986","2,43301421409334","POINT (2.43301421409334 41.5500517892986)"
"Usos Sòl","ZV","Zona Verda","41,5419253037521","2,43694204856156","POINT (2.43694204856156 41.5419253037521)"
"Usos Sòl","INT","Interior","41,5419396163291","2,43697844772996","POINT (2.43697844772996 41.5419396163291)"
"Usos Sòl","EQ","Equipament","41,5452190973646","2,43735016828699","POINT (2.43735016828699 41.5452190973646)"
"Usos Sòl","ECAT","Edifici Catalogat","41,5448101745218","2,43777987062778","POINT (2.43777987062778 41.5448101745218)"
"Usos Sòl","INT","Interior","41,5426922166407","2,43433916490091","POINT (2.43433916490091 41.5426922166407)"
"Usos Sòl","INT","Interior","41,5429870529829","2,43393857732707","POINT (2.43393857732707 41.5429870529829)"
"Usos Sòl","INT","Interior","41,5433572694517","2,43348072214169","POINT (2.43348072214169 41.5433572694517)"
"Usos Sòl","INT","Interior","41,5436480094178","2,43315987344358","POINT (2.43315987344358 41.5436480094178)"
