ZONA,AREA,PERIMETRE,AMPLADA,ALCADA,LAT,LNG,WKT
"Zona blava","30,10222","26,58903","2,89442","10,4001","41,5338499484278","2,44333404237089","POLYGON ((2.44339208512367 41.5338714335201, 2.44336896855912 41.5338908749332, 2.44327599965679 41.5338284633063, 2.44329911622655 41.5338090219116, 2.44339208512367 41.5338714335201))"
"Zona blava",",95999","5,59996","2,39998",",4","41,5368402166342","2,43960859750532","POLYGON ((2.43959694207891 41.5368468027683, 2.43961677995674 41.5368311462609, 2.43962025292937 41.5368336304989, 2.4396004150516 41.5368492870069, 2.43959694207891 41.5368468027683))"
"Zona blava","35,79757","34,39958","14,77733","2,42247","41,5351614211346","2,44537738874069","POLYGON ((2.44543387548146 41.5352138296815, 2.44530158863358 41.5351253068462, 2.44532090209096 41.5351090125599, 2.44545318893246 41.5351975353732, 2.44543387548146 41.5352138296815))"
"Zona blava","10,38648","13,43713","2,41149","4,30707","41,5359769126833","2,44158882824954","POLYGON ((2.44161704071777 41.5359836096265, 2.441595975505 41.5359984849014, 2.44156061578718 41.5359702157332, 2.44158168099875 41.5359553404647, 2.44161704071777 41.5359836096265))"
"Zona blava","47,89398","44,19404","19,66104","2,43598","41,5430445487826","2,43991069713774","POLYGON ((2.43980323426477 41.5430065698542, 2.44002724796621 41.5430616756615, 2.44001816013751 41.5430825276109, 2.4397941463722 41.5430274217858, 2.43980323426477 41.5430065698542))"
"Zona blava","13,59785","16,05328","5,59726","2,42937","41,5429904991838","2,43969078208398","POLYGON ((2.43971815097455 41.5430087294317, 2.43965436537778 41.5429930680619, 2.43966341320879 41.5429722689293, 2.43972719878743 41.542987930294, 2.43971815097455 41.5430087294317))"
"Zona blava","26,22804","26,19846","10,63243","2,4668","41,5431013084503","2,44014638589018","POLYGON ((2.4402026166113 41.5431264408068, 2.44008116986162 41.5430973445469, 2.4400901552128 41.5430761760664, 2.44021160192711 41.5431052723167, 2.4402026166113 41.5431264408068))"
"Zona blava","52,08776","47,06764","21,06058","2,47323","41,5431620251767","2,44040026242168","POLYGON ((2.44051610318216 41.5432013459625, 2.44027544797076 41.5431439363714, 2.44028442180261 41.5431227042749, 2.44052507694364 41.543180113847, 2.44051610318216 41.5432013459625))"
"Zona blava","51,13529","46,93023","21,03404","2,43107","41,5420156442097","2,44413202735685","POLYGON ((2.44403436197004 41.541954739708, 2.44424560988066 41.5420582052702, 2.44422969292724 41.542076548629, 2.44401844498293 41.5419730830377, 2.44403436197004 41.541954739708))"
"Zona blava","121,47012","68,20266","30,06047","4,04086","41,5446309250242","2,4424920272563","POLYGON ((2.4426425872458 41.544707507243, 2.44231989276829 41.5445869309293, 2.44234146762328 41.5445543426094, 2.44266416198017 41.5446749188624, 2.4426425872458 41.544707507243))"
"Zona blava","32,83876","32,0401","13,60661","2,41344","41,5364175243324","2,43893022131804","POLYGON ((2.43897939834481 41.5364676032968, 2.43886112134183 41.5363832082263, 2.43888104436701 41.536367445347, 2.43899932136761 41.5364518403973, 2.43897939834481 41.5364676032968))"
"Zona blava","11,53576","14,40959","4,80302","2,40177","41,5365267558631","2,4390831230684","POLYGON ((2.43907220715029 41.536504004609, 2.43911389752161 41.5365338431987, 2.43909403899409 41.5365495071162, 2.43905234862201 41.5365196685193, 2.43907220715029 41.536504004609))"
"Zona blava","57,10554","55,45448","25,48663","2,24061","41,5347934460671","2,44101863778971","POLYGON ((2.44111260660685 41.5348845025236, 2.44090496642805 41.5347161054158, 2.44092466923559 41.534702389534, 2.44113230942241 41.5348707866067, 2.44111260660685 41.5348845025236))"
"Zona blava","129,72208","102,26245","48,454","2,67722","41,5387686101706","2,43835858830992","POLYGON ((2.43857645294508 41.5389134192677, 2.43812081715892 41.5386427155704, 2.43814072464776 41.5386238006631, 2.43859636038593 41.5388945042821, 2.43857645294508 41.5389134192677))"
"Zona blava","41,68109","38,00345","16,47118","2,53055","41,5386965052898","2,43832819900818","POLYGON ((2.43839470366679 41.5387525027032, 2.43824238864446 41.5386580897175, 2.43826169446427 41.5386405078382, 2.43841400947399 41.5387349207985, 2.43839470366679 41.5387525027032))"
"Zona blava","49,44533","43,40746","19,11731","2,58642","41,5388288223358","2,43854599326924","POLYGON ((2.43862662676134 41.5388910959019, 2.43844623469195 41.5387848854072, 2.4384653599318 41.5387665487134, 2.43864575198219 41.5388727591783, 2.43862662676134 41.5388910959019))"
"Zona blava","34,74237","32,35723","13,62957","2,54904","41,5390032347313","2,43884091867848","POLYGON ((2.4388953039452 41.5390504561826, 2.43876749498189 41.5389739724625, 2.4387865334908 41.5389560132542, 2.43891434244164 41.5390324969534, 2.4388953039452 41.5390504561826))"
"Zona blava","26,4043","25,07959","9,86258","2,67722","41,5390252874374","2,43879431493383","POLYGON ((2.43883073283333 41.5390622949725, 2.43873798965262 41.5390071949042, 2.43875789707576 41.5389882798908, 2.43885064024669 41.5390433799432, 2.43883073283333 41.5390622949725))"
"Zona blava","14,61232","16,34222","5,52758","2,64353","41,539124001846","2,43895927366265","POLYGON ((2.43897535439354 41.5391488104881, 2.43892347561 41.5391178341977, 2.43894319294396 41.5390991932015, 2.43899507172221 41.5391301694831, 2.43897535439354 41.5391488104881))"
"Zona blava","38,9889","33,98721","14,25933","2,73427","41,5392511394135","2,43917078378959","POLYGON ((2.43911460845257 41.5392011971836, 2.43924756297724 41.539281926908, 2.43922695921293 41.5393010816161, 2.43909400467517 41.5392203518681, 2.43911460845257 41.5392011971836))"
"Zona blava","70,74931","59,89377","27,36113","2,58576","41,5392079991327","2,43918488081535","POLYGON ((2.4390662815409 41.5391220955687, 2.4393227999081 41.5392756886718, 2.43930348040367 41.539293902575, 2.43904696201116 41.539140309429, 2.4390662815409 41.5391220955687))"
"Zona blava","38,9889","33,98721","14,25933","2,73427","41,5393662449685","2,43936002780208","POLYGON ((2.43930385221979 41.5393163028305, 2.43943680721644 41.5393970323374, 2.43941620347069 41.5394161870791, 2.43928324846095 41.5393354575487, 2.43930385221979 41.5393163028305))"
"Zona blava","54,19031","49,56622","22,35952","2,42359","41,5394651425086","2,43832214186391","POLYGON ((2.4384016755667 41.5393833597228, 2.43826777831635 41.53955782952, 2.43824260796021 41.5395469252368, 2.43837650525505 41.5393724554689, 2.4384016755667 41.5393833597228))"
"Zona blava","72,87435","58,6405","26,57838","2,74187","41,5393501594336","2,43834651682499","POLYGON ((2.43843987403114 41.5392523834162, 2.43828169318972 41.5394601956723, 2.4382531593368 41.5394479353719, 2.43841134023881 41.539240123155, 2.43843987403114 41.5392523834162))"
"Zona blava","35,55262","32,65508","13,74002","2,58752","41,5391064822546","2,43859930044174","POLYGON ((2.43865429094772 41.5390589657652, 2.43857108083269 41.5391657721782, 2.43854430985514 41.5391539987166, 2.43862751999872 41.5390471923231, 2.43865429094772 41.5390589657652))"
"Zona blava","46,67188","41,55354","18,21441","2,56236","41,5390689331331","2,43856197188039","POLYGON ((2.43849364361347 41.539133945347, 2.43860377496749 41.5389922805233, 2.43863030001016 41.539003920877, 2.43852016869372 41.5391455857261, 2.43849364361347 41.539133945347))"
"Zona blava","34,05009","31,78208","13,33822","2,55282","41,5388074194109","2,43876497229448","POLYGON ((2.4388189816308 41.5387616604026, 2.43873726899549 41.5388649285752, 2.43871096288195 41.538853178393, 2.4387926755439 41.5387499102389, 2.4388189816308 41.5387616604026))"
"Zona blava","47,62633","45,95012","20,67105","2,30401","41,5369211037485","2,44246013474075","POLYGON ((2.44254557071492 41.5369893195588, 2.44235680493347 41.5368686963552, 2.44237469894614 41.5368528878749, 2.44256346471551 41.5369735110494, 2.44254557071492 41.5369893195588))"
"Zona blava","50,19048","46,15295","20,6454","2,43107","41,5406196009606","2,43885848464312","POLYGON ((2.43898171620776 41.5406334845233, 2.43873433132901 41.5406276033451, 2.43873525313247 41.5406057172662, 2.43898263792793 41.5406115984418, 2.43898171620776 41.5406334845233))"
"Zona blava","99,81284","87,0304","41,08583","2,42937","41,5421309325526","2,4384364496351","POLYGON ((2.43820529286644 41.5420661502259, 2.43867615764795 41.5421747969547, 2.43866760686993 41.5421957144169, 2.43819674195176 41.5420870676527, 2.43820529286644 41.5420661502259))"
"Zona blava","38,90101","36,88429","16,01277","2,42937","41,5421404503301","2,43827428091719","POLYGON ((2.43836207742725 41.5421715851815, 2.43817814351023 41.5421302806309, 2.43818648449191 41.542109315412, 2.43837041835513 41.5421506199491, 2.43836207742725 41.5421715851815))"
"Zona blava","25,7322","25,81261","10,44201","2,4643","41,5421981982214","2,43852910094838","POLYGON ((2.43858449087402 41.5422227525341, 2.43846494313844 41.5421948401561, 2.43847371106485 41.542173643882, 2.43859325876537 41.5422015562507, 2.43858449087402 41.5422227525341))"
"Zona blava","61,56985","55,01472","25,04942","2,45793","41,5423613454057","2,43944128652691","POLYGON ((2.43958049284437 41.5424050620578, 2.4392934249401 41.5423387910095, 2.43930208039851 41.542317628586, 2.4395891482185 41.5423838996123, 2.43958049284437 41.5424050620578))"
"Zona blava","13,75893","16,11132","5,5977","2,45796","41,5423075188779","2,43920792001987","POLYGON ((2.43923567087635 41.542325501715, 2.4391715179368 41.542310699659, 2.43918016917884 41.5422895360341, 2.43924432209955 41.5423043380853, 2.43923567087635 41.542325501715))"
"Zona blava","50,2138","46,17508","20,65666","2,43088","41,5425085848612","2,43989175649663","POLYGON ((2.44000621851784 41.5425457226816, 2.43976894610337 41.5424924245937, 2.43977729460743 41.5424714469274, 2.44001456695245 41.5425247449978, 2.44000621851784 41.5425457226816))"
"Zona blava","100,58451","86,88796","40,9901","2,45387","41,5424926222744","2,44002572117681","POLYGON ((2.440256360302 41.5425572377855, 2.43978646890333 41.5424491401068, 2.43979508251523 41.5424280063028, 2.44026497377601 41.5425361039458, 2.440256360302 41.5425572377855))"
"Zona blava","60,80065","54,83169","24,98207","2,43377","41,5424130647595","2,43947474925191","POLYGON ((2.43961403651778 41.5424558163411, 2.43932709809152 41.5423913143863, 2.43933546217107 41.54237031301, 2.43962240051327 41.5424348149437, 2.43961403651778 41.5424558163411))"
"Zona blava","75,00183","63,06976","28,94357","2,59131","41,5425896256229","2,44024384946214","POLYGON ((2.44040491529648 41.5426394704428, 2.44007355995926 41.542562068433, 2.44008278387705 41.5425397805784, 2.44041413911206 41.5426171825612, 2.44040491529648 41.5426394704428))"
"Zona blava","14,87559","17,10913","6,12649","2,42808","41,5425744837804","2,44037748274562","POLYGON ((2.44040846031253 41.5425929013232, 2.44033812197394 41.5425770097643, 2.44034650519634 41.5425560662292, 2.4404168435144 41.5425719577829, 2.44040846031253 41.5425929013232))"
"Zona blava","50,2138","46,17508","20,65666","2,43088","41,5426764110822","2,44062501196871","POLYGON ((2.44073947471238 41.5427135481761, 2.44050220106706 41.5426602515952, 2.4405105493569 41.542639273875, 2.44074782293276 41.5426925704383, 2.44073947471238 41.5427135481761))"
"Zona blava","49,43274","45,5884","20,36711","2,42709","41,5426331711559","2,44063393114088","POLYGON ((2.44052099648021 41.542596647429, 2.44075512759108 41.5426487333028, 2.44074686592949 41.5426696947724, 2.44051273475 41.5426176088814, 2.44052099648021 41.542596647429))"
"Zona blava","50,5341","45,78752","20,41889","2,47487","41,5431134170137","2,44180592916234","POLYGON ((2.44175097557482 41.543196338593, 2.44183292318355 41.5430230333382, 2.44186088260857 41.543030495406, 2.44177893506465 41.5432038006809, 2.44175097557482 41.543196338593))"
"Zona blava","15,11384","17,30133","6,22129","2,42937","41,5430602292934","2,44176948720824","POLYGON ((2.44174334252716 41.5430830087223, 2.44176816651225 41.5430301672192, 2.44179563187097 41.5430374498584, 2.44177080790531 41.5430902913675, 2.44174334252716 41.5430830087223))"
"Zona blava","13,44374","15,85137","5,4663","2,45939","41,5431451565814","2,44172934843593","POLYGON ((2.44175414757576 41.5431256220286, 2.44173235736035 41.5431720565562, 2.44170454928116 41.5431646911287, 2.44172633951387 41.5431182566065, 2.44175414757576 41.5431256220286))"
"Zona blava","312,31243","258,38521","126,72818","2,46443","41,5429647454344","2,44313890469193","POLYGON ((2.44345731471139 41.5424464495483, 2.44284755187783 41.5434919490092, 2.44282048955128 41.5434830403607, 2.44343025273391 41.5424375410438, 2.44345731471139 41.5424464495483))"
"Zona blava","55,68721","49,43159","22,2083","2,50749","41,5422362805448","2,44434527483798","POLYGON ((2.44438346149049 41.5423327574695, 2.4442794166582 41.5421486294056, 2.44430708829756 41.5421398036063, 2.44441113319476 41.5423239316459, 2.44438346149049 41.5423327574695))"
"Zona blava","98,1332","47,11333","18,14983","5,40684","41,5421403339731","2,44443681933168","POLYGON ((2.44436642725896 41.5422072471582, 2.44444699685614 41.5420553884388, 2.44450721125897 41.5420734207432, 2.44442664177938 41.542225279505, 2.44436642725896 41.5422072471582))"
"Zona blava","37,57574","35,78691","15,46349","2,42997","41,5436341858749","2,4414968153918","POLYGON ((2.4414522183944 41.5436962105463, 2.44151394116254 41.5435648743801, 2.4415414123035 41.5435721611849, 2.44147968958372 41.543703497366, 2.4414522183944 41.5436962105463))"
