ZONA,AREA,PERIMETRE,AMPLADA,ALCADA,LAT,LNG,WKT
"Zona blava","26,18619","26,18306","10,62754","2,46399","41,5437901404935","2,44142266260822","POLYGON ((2.44145815935504 41.5437488763992, 2.44141495707458 41.5438389296898, 2.44138716581608 41.5438314045762, 2.44143036812987 41.5437413512961, 2.44145815935504 41.5437488763992))"
"Zona blava","13,6136","16,06493","5,60259","2,42988","41,5435791022367","2,4415850999818","POLYGON ((2.44160996169252 41.5435589151269, 2.44158772813 41.5436065337878, 2.44156023825561 41.543599289341, 2.44158247183569 41.5435516706854, 2.44160996169252 41.5435589151269))"
"Zona blava","38,09741","36,00357","15,55213","2,44966","41,5437065228707","2,44152493258011","POLYGON ((2.44157009638551 41.5436442649189, 2.44150742955264 41.5437761965275, 2.44147976868761 41.5437687808035, 2.44154243556922 41.5436368492102, 2.44157009638551 41.5436442649189))"
"Zona blava","13,48469","15,96247","5,55278","2,42846","41,5432522272136","2,4417400510705","POLYGON ((2.44176536917241 41.543232652218, 2.44174199411458 41.5432794824588, 2.4417147329533 41.5432718022034, 2.44173810802791 41.5432249719681, 2.44176536917241 41.543232652218))"
"Zona blava","15,15601","17,33605","6,23865","2,42937","41,5438707384189","2,44144570808695","POLYGON ((2.44147190133707 41.5438478940851, 2.44144697619159 41.5439008746368, 2.44141951481837 41.5438935827465, 2.44144443998334 41.5438406022009, 2.44147190133707 41.5438478940851))"
"Zona blava","49,90366","44,67815","19,82141","2,51766","41,5453282553059","2,44384411970677","POLYGON ((2.44374020618307 41.545283501275, 2.44395962674372 41.5453520715312, 2.44394803337445 41.5453730092435, 2.44372861275577 41.545304438965, 2.44374020618307 41.545283501275))"
"Zona blava","76,83073","64,97962","29,92212","2,56769","41,5450165286311","2,4431493120243","POLYGON ((2.44298921728627 41.5449546622614, 2.44332109644268 41.5450569993455, 2.44330940706956 41.5450783947791, 2.44297752782291 41.5449760576612, 2.44298921728627 41.5449546622614))"
"Zona blava","243,45842","196,38575","95,6475","2,54537","41,5453140837981","2,44409584784322","POLYGON ((2.44461915646014 41.5454905028326, 2.44356079270917 41.5451588216186, 2.44357254209286 41.5451376623943, 2.44463090556118 41.5454693434997, 2.44461915646014 41.5454905028326))"
"Zona blava","64,2023","57,17479","26,1304","2,457","41,5454372243703","2,44419148585385","POLYGON ((2.44405256660817 41.5453817335302, 2.44434173925199 41.5454722880821, 2.44433040533842 41.5454927150435, 2.44404123262001 41.545402160463, 2.44405256660817 41.5453817335302))"
"Zona blava","51,55093","47,29843","21,21984","2,42937","41,5455685116572","2,44461106447459","POLYGON ((2.44449925885169 41.5455216360465, 2.4447340794575 41.545595190688, 2.44472287025965 41.5456153871597, 2.44448804959399 41.5455418324951, 2.44449925885169 41.5455216360465))"
"Zona blava","45,97777","41,7613","18,379","2,50165","41,5409361522825","2,4422160022033","POLYGON ((2.44211041845423 41.5409099721391, 2.44232705837574 41.5409401778894, 2.44232158603863 41.5409623323293, 2.44210494604595 41.5409321265685, 2.44211041845423 41.5409099721391))"
"Zona blava","45,88033","45,43469","20,47674","2,24061","41,5345857673246","2,4407634716814","POLYGON ((2.44083703206068 41.5346602730927, 2.44067020867228 41.5345249773514, 2.44068991147052 41.5345112615094, 2.44085673486538 41.5346465572224, 2.44083703206068 41.5346602730927))"
"Zona blava","13,26725","15,78197","5,46195","2,42903","41,5435212780839","2,44155061380244","POLYGON ((2.44152602699959 41.5435408624637, 2.44154772363493 41.5434944447041, 2.44157520059045 41.5435016936986, 2.44155350397224 41.5435481114633, 2.44152602699959 41.5435408624637))"
"Zona blava","26,66557","26,61627","10,85062","2,45752","41,5406354122365","2,43949157342386","POLYGON ((2.43955606750208 41.5406481610192, 2.43942606176067 41.5406447854229, 2.43942707937143 41.5406226634177, 2.43955708506862 41.5406260390127, 2.43955606750208 41.5406481610192))"
"Zona blava","48,57006","44,74829","19,9381","2,43604","41,5361232189429","2,44169414899541","POLYGON ((2.44162227921089 41.5360506444087, 2.44178716044497 41.5361806570084, 2.44176601894022 41.5361957934323, 2.4416011377107 41.5360657808027, 2.44162227921089 41.5360506444087))"
"Zona blava","21,96898","22,79302","8,9388","2,45771","41,5406271204829","2,43917268976932","POLYGON ((2.43922575028955 41.540639525423, 2.43911864655925 41.5406368401647, 2.43911962926954 41.5406147155186, 2.43922673296339 41.5406174007756, 2.43922575028955 41.540639525423))"
"Zona blava","21,82196","22,55379","8,796","2,4809","41,5356689375796","2,44448438763216","POLYGON ((2.44452824098392 41.5356442727552, 2.44446415006816 41.5357071847077, 2.44444053424717 41.5356936023869, 2.44450462517212 41.5356306904476, 2.44452824098392 41.5356442727552))"
"Zona blava","117,4526","95,02769","44,89785","2,616","41,5422877513334","2,43892339980213","POLYGON ((2.43917694281541 41.5423565951336, 2.43866093081527 41.5422414950831, 2.43866985733207 41.5422189069767, 2.43918586916934 41.5423340069866, 2.43917694281541 41.5423565951336))"
"Zona blava","15,11384","17,30133","6,22129","2,42937","41,5422063262456","2,43876800652792","POLYGON ((2.43879938085152 41.5422250106175, 2.43872808146214 41.542208559332, 2.43873663222242 41.5421876418651, 2.43880793159111 41.5422040931452, 2.43879938085152 41.5422250106175))"
"Zona blava","24,49846","25,70708","10,52615","2,32739","41,536695842407","2,44131502433396","POLYGON ((2.4413684753433 41.5366685616913, 2.44128186356259 41.5367375118621, 2.4412615732798 41.5367231230975, 2.44134818506252 41.5366541729418, 2.4413684753433 41.5366685616913))"
"Zona blava","42,15544","39,58241","17,36337","2,42784","41,5366878687298","2,44039278892004","POLYGON ((2.44033073033684 41.5366241492359, 2.4404757287249 41.5367363548199, 2.44045484762475 41.5367515881903, 2.44030984923934 41.5366393825803, 2.44033073033684 41.5366241492359))"
"Zona blava","13,38094","15,89867","5,52935","2,41999","41,5362592483463","2,43982981585405","POLYGON ((2.43984249159591 41.5362847076007, 2.43979632389301 41.5362489710039, 2.43981714012203 41.5362337890905, 2.43986330782577 41.536269525679, 2.43984249159591 41.5362847076007))"
"Zona blava","35,73078","33,91986","14,49487","2,46506","41,5363599684031","2,43996023377582","POLYGON ((2.43991032265503 41.5363053953916, 2.44003134897197 41.5363990766363, 2.44001014498024 41.536414541393, 2.43988911866556 41.5363208601263, 2.43991032265503 41.5363053953916))"
"Zona blava","25,34182","25,69701","10,41539","2,43311","41,5364016582346","2,43899459952154","POLYGON ((2.4390297486878 41.5364419424757, 2.43893933477373 41.5363772437421, 2.43895945039876 41.5363613739826, 2.43904986431112 41.5364260727007, 2.4390297486878 41.5364419424757))"
"Zona blava","13,63924","16,07446","5,60292","2,43431","41,536277176062","2,43882064219444","POLYGON ((2.4388352722295 41.5363023964811, 2.4387861227561 41.5362680002486, 2.43880601217067 41.536251955641, 2.43885516164264 41.5362863518651, 2.4388352722295 41.5363023964811))"
"Zona blava","13,35508","15,64227","5,30249","2,51864","41,5363268215489","2,43889118613357","POLYGON ((2.43890367645717 41.5363515369476, 2.43885779791817 41.5363184797842, 2.43887869581941 41.5363021061487, 2.43892457435766 41.5363351633039, 2.43890367645717 41.5363515369476))"
"Zona blava","27,64216","27,4862","11,29603","2,44707","41,5455240606577","2,44476804542792","POLYGON ((2.44471104368083 41.5454944689628, 2.44483623802137 41.5455332775732, 2.44482504722716 41.5455536523245, 2.44469985285427 41.5455148437019, 2.44471104368083 41.5454944689628))"
"Zona blava","45,27625","42,16296","18,65437","2,42711","41,5364156060263","2,44107167341065","POLYGON ((2.44100359723604 41.5363480701749, 2.44116048359502 41.5364678047221, 2.44113974972655 41.5364831418375, 2.44098286336937 41.5363634072624, 2.44100359723604 41.5363480701749))"
"Zona blava","38,80216","36,02309","15,50976","2,50179","41,5359552107494","2,43943582922518","POLYGON ((2.43949046676631 41.5360128349706, 2.4393598486569 41.5359134172258, 2.4393811917808 41.5358975865025, 2.43951180989157 41.5359970042233, 2.43949046676631 41.5360128349706))"
"Zona blava","13,59785","16,05328","5,59726","2,42937","41,5405923320693","2,43779803202312","POLYGON ((2.43783110334798 41.540604069298, 2.43776403418492 41.5406024654842, 2.43776496071024 41.5405805948313, 2.43783202985073 41.5405821986443, 2.43783110334798 41.540604069298))"
"Zona blava","63,26574","56,94274","26,04199","2,42937","41,5408799191183","2,44181165094931","POLYGON ((2.44166107142997 41.5408471167543, 2.44196770792616 41.5408912299864, 2.44196223062286 41.5409127212858, 2.44165559402919 41.5408686080387, 2.44166107142997 41.5408471167543))"
"Zona blava","37,57574","35,78691","15,46349","2,42997","41,544141901206","2,44125556040205","POLYGON ((2.44121096282088 41.5442039257748, 2.44127268656996 41.5440725897556, 2.44130015789752 41.5440798766186, 2.44123843419676 41.5442112126526, 2.44121096282088 41.5442039257748))"
"Zona blava","25,38474","25,7566","10,44888","2,42942","41,5440694332881","2,44135073707898","POLYGON ((2.44131629707373 41.5441102333074, 2.44135768581393 41.5440214036945, 2.44138517704075 41.5440286332579, 2.44134378833336 41.5441174628808, 2.44131629707373 41.5441102333074))"
"Zona blava","12,76852","15,41105","5,29334","2,41219","41,5440088340803","2,44131934620457","POLYGON ((2.44129522245758 41.5440277509596, 2.44131617076241 41.5439827454188, 2.44134346993747 41.5439899171957, 2.44132252164915 41.5440349227415, 2.44129522245758 41.5440277509596))"
"Zona blava","142,1265","115,21856","55,0264","2,58288","41,5348143376504","2,44271631623419","POLYGON ((2.44292088201485 41.5346196014308, 2.44253692563948 41.5350226152669, 2.44251174922392 41.5350090734919, 2.44289570567365 41.5346060597394, 2.44292088201485 41.5346196014308))"
"Zona blava","49,44045","45,62969","20,39012","2,42473","41,5336046499372","2,44297147402818","POLYGON ((2.44305292280427 41.5336739772633, 2.44287065914706 41.5335516083954, 2.44289002542584 41.5335353225537, 2.44307228907452 41.5336576913911, 2.44305292280427 41.5336739772633))"
"Zona blava","23,03876","23,851","9,5005","2,42501","41,5336367085506","2,44310939553017","POLYGON ((2.44307648669518 41.533600123204, 2.4431616143763 41.5336569669407, 2.44314230440211 41.5336732938878, 2.4430571767168 41.5336164501368, 2.44307648669518 41.533600123204))"
"Zona blava","13,59785","16,05328","5,59726","2,42937","41,5405884355653","2,43765487137581","POLYGON ((2.43762200380287 41.5405763796137, 2.43768903992162 41.5405786316205, 2.43768773896103 41.5406004915075, 2.43762070281977 41.5405982394998, 2.43762200380287 41.5405763796137))"
"Zona blava","81,79081","70,90389","32,97128","2,48067","41,5372034022431","2,44176928563546","POLYGON ((2.44163879997741 41.5373154814892, 2.44187598193883 41.5370779150558, 2.44189977084246 41.5370913228438, 2.44166258891802 41.5373288893259, 2.44163879997741 41.5373154814892))"
"Zona blava","65,71823","54,04345","24,31943","2,70229","41,5356369978871","2,43902878947798","POLYGON ((2.43911912327885 41.5357238127708, 2.43891529525927 41.5355672004541, 2.43893845591822 41.5355501829326, 2.43914228394116 41.5357067952087, 2.43911912327885 41.5357238127708))"
"Zona blava","145,19205","118,85321","56,87372","2,55288","41,5357420655496","2,44129780616232","POLYGON ((2.44107541362908 41.5355476038502, 2.44154249326731 41.535920773759, 2.44152020002615 41.5359365268206, 2.44105312040474 41.5355633568224, 2.44107541362908 41.5355476038502))"
"Zona blava","25,01962","24,02415","9,33062","2,68145","41,5351603805479","2,44127765692523","POLYGON ((2.44123308072625 41.5351884839729, 2.44129557419206 41.5351187827945, 2.44132223308569 41.5351322771052, 2.4412597396352 41.535201978298, 2.44123308072625 41.5351884839729))"
"Zona blava","58,06536","48,74361","2,67639","21,69542","41,5353594179546","2,44108782221439","POLYGON ((2.44114975729581 41.5352726636609, 2.44117596040572 41.5352865740829, 2.44102588696649 41.5354461722126, 2.44099968382507 41.5354322617567, 2.44114975729581 41.5352726636609))"
"Zona blava","134,2191","112,81989","53,92076","2,48919","41,5377804582634","2,43991382753015","POLYGON ((2.43968128135804 41.5379494768034, 2.44012465802556 41.5375960607587, 2.44014637249164 41.5376114392405, 2.43970299583547 41.5379648553681, 2.43968128135804 41.5379494768034))"
"Zona blava","67,34291","57,66432","26,26852","2,56364","41,5360672552709","2,43852624082914","POLYGON ((2.43842273165929 41.5359773661029, 2.43865092789838 41.5361404110836, 2.43862975028528 41.5361571443462, 2.43840155404149 41.5359940993239, 2.43842273165929 41.5359773661029))"
"Zona blava","24,89664","25,32676","10,2296","2,43379","41,5362031214391","2,43871715884227","POLYGON ((2.43875149852543 41.5362428308914, 2.43866269800807 41.5361792860765, 2.43868281920097 41.5361634119764, 2.43877161971666 41.536226956776, 2.43875149852543 41.5362428308914))"
"Zona blava","28,71489","27,0407","10,88147","2,63888","41,5357793805945","2,43921393594383","POLYGON ((2.43918140082695 41.535735276386, 2.43926974551223 41.5358073870204, 2.43924647110468 41.5358234847937, 2.43915812642376 41.5357513741416, 2.43918140082695 41.535735276386))"
"Zona blava","14,43826","16,77064","5,9647","2,42062","41,5358576647222","2,43931557277978","POLYGON ((2.43930108024832 41.5358307972777, 2.43935088566771 41.5358693453453, 2.43933006532313 41.5358845321648, 2.43928025990465 41.5358459840883, 2.43930108024832 41.5358307972777))"
"Zona blava","49,93004","45,9455","20,54214","2,43062","41,5361431975975","2,43968435145293","POLYGON ((2.43960893914759 41.5360692523365, 2.4397806494277 41.5362018770648, 2.43975976392967 41.5362171428091, 2.43958805365254 41.5360845180499, 2.43960893914759 41.5360692523365))"
"Zona blava","61,1956","55,63585","25,40956","2,40837","41,536799996135","2,43946317018988","POLYGON ((2.439362847142 41.5367132156516, 2.43958340641524 41.5368710693636, 2.43956349350567 41.5368867765313, 2.43934293422834 41.5367289227815, 2.439362847142 41.5367132156516))"
"Zona blava","13,01047","15,63572","5,41534","2,40252","41,5365151964854","2,43915301241776","POLYGON ((2.43913943896673 41.5364905417797, 2.4391864485919 41.5365241809172, 2.439166585879 41.5365398511895, 2.43911957625297 41.536506212044, 2.43913943896673 41.5364905417797))"
"Zona blava","25,34182","25,69701","10,41539","2,43311","41,5365914940945","2,43925889868392","POLYGON ((2.43929404811658 41.5366317782552, 2.43920363367449 41.5365670797282, 2.43922374929477 41.536551209923, 2.43931416373515 41.5366159084344, 2.43929404811658 41.5366317782552))"
"Zona blava","25,1838","25,64679","10,40244","2,42095","41,5366405381704","2,43987351204405","POLYGON ((2.43982572168688 41.5366725423512, 2.43989758386729 41.5365959679474, 2.43992130235414 41.5366085339692, 2.43984944018747 41.5366851083877, 2.43982572168688 41.5366725423512))"
"Zona blava","2,02326","6,54993","2,44871",",82625","41,5379660278255","2,4396815015528","POLYGON ((2.4396732762418 41.5379561652894, 2.43969599827025 41.5379701298505, 2.43968972686624 41.5379758903611, 2.43966700483716 41.5379619257987, 2.4396732762418 41.5379561652894))"
"Zona blava","27,00734","26,85657","10,9653","2,46298","41,5360818701538","2,44046472527585","POLYGON ((2.44041451837487 41.5361156140623, 2.44049090326537 41.5360352348676, 2.44051493212467 41.5360481262228, 2.44043854724841 41.5361285054333, 2.44041451837487 41.5361156140623))"
"Zona blava","72,87837","63,03256","29,00354","2,51274","41,5362933971323","2,44026242772896","POLYGON ((2.4401491496307 41.5363931235951, 2.440351191146 41.5361805187294, 2.44037570547874 41.536193670554, 2.44017366400185 41.5364062754626, 2.4401491496307 41.5363931235951))"
"Zona blava","2,52042","7,10246","2,57084",",98039","41,5361755092259","2,44037447732934","POLYGON ((2.44038565697026 41.536184618793, 2.44035806353309 41.536174306093, 2.44036329769151 41.5361663996578, 2.44039089112618 41.5361767123565, 2.44038565697026 41.536184618793))"
"Zona blava","93,13776","81,49584","38,31722","2,4307","41,5361654210981","2,44074228251547","POLYGON ((2.44059108922973 41.5360350634777, 2.4409141879101 41.536280378395, 2.44089347640774 41.5362957785205, 2.44057037773025 41.5360504635457, 2.44059108922973 41.5360350634777))"
"Zona blava","25,73943","26,05771","10,60079","2,42807","41,5365680916335","2,44023792102731","POLYGON ((2.44027168503004 41.5366099872443, 2.44018325328493 41.536541414733, 2.44020415706798 41.5365261960129, 2.44029258881481 41.5365947685082, 2.44027168503004 41.5366099872443))"
"Zona blava","25,03379","25,4629","10,30129","2,43016","41,5369113247976","2,44068145109617","POLYGON ((2.44064886197901 41.5368704286535, 2.44073493117437 41.5369369650745, 2.44071404025417 41.5369522209325, 2.44062797106034 41.5368856844959, 2.44064886197901 41.5368704286535))"
"Zona blava","3,40949","7,6508","2,41163","1,41377","41,5358149686087","2,44130827583836","POLYGON ((2.44132460980442 41.5358121619067, 2.44130355672753 41.5358270486368, 2.4412919418709 41.5358177753084, 2.44131299494739 41.5358028885803, 2.44132460980442 41.5358121619067))"
"Zona blava","3,39293","7,62755","1,41365","2,40013","41,5358385134375","2,44133781398216","POLYGON ((2.4413331494362 41.5358505586141, 2.44132153184177 41.5358412887073, 2.44134247852637 41.5358264682607, 2.44135409612117 41.5358357381655, 2.4413331494362 41.5358505586141))"
"Zona blava","38,96654","36,60174","15,84102","2,45985","41,5361134264842","2,44176086819134","POLYGON ((2.44170604235775 41.5360541361741, 2.4418370422288 41.5361574324048, 2.44181569412476 41.5361727167683, 2.44168469425736 41.5360694205136, 2.44170604235775 41.5360541361741))"
"Zona blava","13,03077","15,62177","5,39598","2,4149","41,5360306864643","2,4416564371856","POLYGON ((2.44164486092852 41.536005523486, 2.44168912379315 41.5360409654406, 2.44166801345158 41.5360558494413, 2.44162375058851 41.5360204074787, 2.44164486092852 41.536005523486))"
"Zona blava","60,11612","56,0883","25,7055","2,33865","41,5369122866856","2,44104845352631","POLYGON ((2.44093256833343 41.5369893030531, 2.44114393771755 41.5368208216017, 2.44116433844449 41.5368352701984, 2.44095296906546 41.5370037516869, 2.44093256833343 41.5369893030531))"
"Zona blava","104,32879","96,69775","46,08504","2,26383","41,5366015880609","2,44195181160507","POLYGON ((2.44215464462929 41.5367428471363, 2.44173152973916 41.5364759453187, 2.4417489794641 41.5364603286298, 2.4421720943256 41.5367272303837, 2.44215464462929 41.5367428471363))"
"Zona blava","192,40333","101,00697","46,35262","4,15086","41,5384809770544","2,43905682640223","POLYGON ((2.43886612540852 41.5386339403422, 2.43920831988376 41.5383049899841, 2.43924752649672 41.5383280134406, 2.43890533209622 41.5386569639145, 2.43886612540852 41.5386339403422))"
"Zona blava","23,20501","23,34782","9,13317","2,54074","41,5388533459859","2,43879202632383","POLYGON ((2.43875089335476 41.5388828023027, 2.4388070039825 41.5388121618883, 2.43883315925559 41.538823889654, 2.4387770486459 41.5388945300812, 2.43875089335476 41.5388828023027))"
"Zona blava","11,6844","14,30571","4,6283","2,52456","41,5396655004257","2,43810137261739","POLYGON ((2.43807424342657 41.5396776772801, 2.43810243363492 41.5396417707368, 2.43812850179809 41.5396533235648, 2.438100311599 41.5396892301144, 2.43807424342657 41.5396776772801))"
"Zona blava","35,4644","32,6358","13,73605","2,58185","41,5396559385421","2,43817556461447","POLYGON ((2.43823047313443 41.5396083977603, 2.43814737864595 41.5397152138969, 2.43812065601399 41.5397034792969, 2.43820375053098 41.5395966631794, 2.43823047313443 41.5396083977603))"
"Zona blava","44,77923","40,45315","17,69612","2,53045","41,5403845700264","2,43852198746454","POLYGON ((2.43844507954216 41.5404406282793, 2.43857490199401 41.540314564374, 2.43859889525411 41.5403285117205, 2.43846907282036 41.5404545756528, 2.43844507954216 41.5404406282793))"
"Zona blava","2,05056","6,52305","2,41104",",85049","41,5404729453518","2,43842962148741","POLYGON ((2.43842120416562 41.5404633235242, 2.43844421108607 41.540476469793, 2.43843803881168 41.5404825671789, 2.43841503189035 41.5404694209089, 2.43842120416562 41.5404633235242))"
"Zona blava","11,6949","14,31411","4,63255","2,52451","41,5400635136165","2,43885245401715","POLYGON ((2.43882350414173 41.5400730760396, 2.43885745097335 41.5400400523201, 2.4388814038841 41.5400539511861, 2.43884745705726 41.5400869749126, 2.43882350414173 41.5400730760396))"
"Zona blava","22,32649","22,73765","8,84448","2,52434","41,5398328949935","2,4390878845421","POLYGON ((2.43904349162804 41.5398574586228, 2.43910833277491 41.5397944269755, 2.43913227742266 41.5398083313467, 2.43906743628485 41.5398713630075, 2.43904349162804 41.5398574586228))"
"Zona blava","63,84571","54,92497","24,89822","2,56427","41,539626987847","2,43929944739069","POLYGON ((2.4394026049376 41.5395451359227, 2.43922065969305 41.5397229184071, 2.4391962895835 41.5397088396759, 2.43937823485447 41.5395310572298, 2.4394026049376 41.5395451359227))"
"Zona blava","12,55594","14,9789","4,95593","2,53352","41,5395610183474","2,43977031774302","POLYGON ((2.43978369585137 41.5395839816318, 2.43973770872422 41.5395557180075, 2.43975693964405 41.5395380550614, 2.43980292676723 41.5395663186781, 2.43978369585137 41.5395839816318))"
"Zona blava","35,945","32,96081","13,89316","2,58724","41,5397049573217","2,44000912809108","POLYGON ((2.4400646611673 41.5397530177366, 2.43993429153437 41.5396751374725, 2.439953595097 41.5396568968801, 2.44008396471694 41.5397347771224, 2.4400646611673 41.5397530177366))"
"Zona blava","63,2186","51,42103","22,9567","2,75382","41,5396990189744","2,439909821533","POLYGON ((2.44000694937694 41.5397732986962, 2.43979206679664 41.5396441057632, 2.43981269391142 41.5396247391711, 2.44002757646951 41.5397539320659, 2.44000694937694 41.5397732986962))"
"Zona blava","140,74339","114,97001","54,92242","2,56259","41,5401078900454","2,43980930088691","POLYGON ((2.44002237366723 41.5399189815214, 2.43962056476917 41.5403108836935, 2.43959622686467 41.5402967981607, 2.43999803582061 41.539904896073, 2.44002237366723 41.5399189815214))"
"Zona blava","22,66173","22,8116","8,84318","2,56262","41,5402423954954","2,43645587759673","POLYGON ((2.43641261939367 41.5402681444354, 2.43647410922101 41.5402032589607, 2.43649913576553 41.5402166465386, 2.43643764595024 41.5402815320267, 2.43641261939367 41.5402681444354))"
"Zona blava","11,8785","14,39182","4,63081","2,5651","41,5401778250633","2,43658925410323","POLYGON ((2.43661774712741 41.540167331347, 2.43658598114115 41.5402015388463, 2.43656076106991 41.5401883187724, 2.43659252706283 41.5401541112802, 2.43661774712741 41.540167331347))"
"Zona blava","67,53231","57,84228","26,35913","2,56201","41,5400262433725","2,43666183175373","POLYGON ((2.4367662963089 41.53993643707, 2.43658234079447 41.5401294830134, 2.43655736690916 41.5401160495769, 2.43674132245891 41.5399230036733, 2.4367662963089 41.53993643707))"
"Zona blava","22,69859","22,84411","8,86019","2,56186","41,5400610746346","2,4367003117091","POLYGON ((2.43674353613438 41.5400351771231, 2.43668215232911 41.5401003070517, 2.43665708724939 41.5400869721296, 2.43671847106689 41.5400218422143, 2.43674353613438 41.5400351771231))"
"Zona blava","15,15016","16,61297","5,60213","2,70436","41,539912438235","2,43684246643143","POLYGON ((2.43687482151644 41.5398985120571, 2.43683685464397 41.5399401346339, 2.43681011133259 41.5399263644035, 2.43684807821397 41.5398847418355, 2.43687482151644 41.5398985120571))"
"Zona blava","101,8983","95,43718","45,47798","2,24061","41,5336595732433","2,43981972910401","POLYGON ((2.43999032235292 41.5338196349103, 2.43962902357697 41.5335128864336, 2.4396491366945 41.5334995113239, 2.44001043549245 41.5338062597382, 2.43999032235292 41.5338196349103))"
"Zona blava","47,38937","43,95956","19,55659","2,42319","41,535298311023","2,44558338535321","POLYGON ((2.44550563438155 41.5352315028312, 2.44568048624606 41.5353488403878, 2.44566113648471 41.5353651191625, 2.44548628461196 41.5352477815767, 2.44550563438155 41.5352315028312))"
"Zona blava","47,38937","43,95956","19,55659","2,42319","41,5358574717116","2,44640129638226","POLYGON ((2.44632343285779 41.5357907371209, 2.44649848270523 41.5359079091846, 2.44647916006662 41.5359242062496, 2.44630411021075 41.5358070341568, 2.44632343285779 41.5357907371209))"
"Zona blava","114,75884","95,75553","45,34709","2,53068","41,5383355247531","2,43826274750579","POLYGON ((2.43843243753544 41.5381755796896, 2.43811779689721 41.5385086624159, 2.43809305663833 41.5384954695564, 2.43840769733806 41.5381623868975, 2.43843243753544 41.5381755796896))"
"Zona blava","145,13949","124,70523","59,93083","2,42178","41,5383078966791","2,43836207826077","POLYGON ((2.43858173427946 41.5380940518939, 2.43816610215488 41.5385343602169, 2.43814242079172 41.5385217410277, 2.43855805299423 41.5380814327897, 2.43858173427946 41.5380940518939))"
"Zona blava","1,98167","6,47778",",81886","2,42003","41,5454853738639","2,4446407834668","POLYGON ((2.44464128333306 41.5454738742115, 2.44465047544429 41.545476464995, 2.44464028360033 41.5454968735162, 2.44463109148663 41.5454942827318, 2.44464128333306 41.5454738742115))"
"Zona blava","1335,28728","265,68071","121,88505","10,9553","41,5368349724225","2,44958359709075","POLYGON ((2.45009176514507 41.537232420103, 2.44898925116938 41.5365119787791, 2.4490754352568 41.5364375225069, 2.45017794894233 41.5371579630121, 2.45009176514507 41.537232420103))"
"Zona blava","1288,4304","292,4398","136,80166","9,41824","41,5367776116486","2,44970972043487","POLYGON ((2.44911615606709 41.5363504384957, 2.45037560539134 41.5371396327475, 2.4503032926171 41.5372047817538, 2.4490438429252 41.5364155867166, 2.44911615606709 41.5363504384957))"
"Zona blava","569,429","205,06328","96,63933","5,89231","41,5368351078519","2,44997455549756","POLYGON ((2.45039141641792 41.5371384601998, 2.44951173479711 41.536572053646, 2.44955769847382 41.5365317540007, 2.45043737995721 41.5370981602059, 2.45039141641792 41.5371384601998))"
"Zona blava","276,80187","86,89752","35,69387","7,75488","41,5363646424337","2,44925578998261","POLYGON ((2.44912172125209 41.5362345924099, 2.44944959245053 41.536441170014, 2.44938985924912 41.5364946923015, 2.44906198797416 41.5362881145285, 2.44912172125209 41.5362345924099))"
"Zona blava","30,31231","29,8123","12,47662","2,42953","41,542272664161","2,43905714002954","POLYGON ((2.43898994698688 41.5422456721758, 2.4391329044122 41.542278741922, 2.4391243331284 41.5422996561071, 2.43898137566161 41.5422665863501, 2.43898994698688 41.5422456721758))"
"Zona blava","13,97402","16,21547","5,62225","2,48548","41,5423636223367","2,43925558095136","POLYGON ((2.43922766144602 41.5423455549702, 2.43929215819867 41.5423602683336, 2.43928350047233 41.5423816896964, 2.43921900370045 41.5423669763282, 2.43922766144602 41.5423455549702))"
"Zona blava","124,71556","76,58222","34,69666","3,59445","41,5403321015733","2,43765876974675","POLYGON ((2.43754329262441 41.5404630659544, 2.43773606103796 41.540186133231, 2.43777424640146 41.5402011370704, 2.43758147810484 41.5404780698577, 2.43754329262441 41.5404630659544))"
"Zona blava","79,64665","65,88231","30,31375","2,62741","41,5399485326681","2,43795166449468","POLYGON ((2.43805569604859 41.5398359776509, 2.4378749595507 41.5400728571357, 2.43784763257887 41.5400610875867, 2.43802836914276 41.5398242081448, 2.43805569604859 41.5398359776509))"
"Zona blava","97,88589","80,08633","37,42784","2,61532","41,5401087120745","2,43776065738758","POLYGON ((2.43788530402382 41.5399680682681, 2.43766325562537 41.5402610131719, 2.43763601020939 41.5402493557388, 2.43785805868977 41.5399564108876, 2.43788530402382 41.5399680682681))"
"Zona blava","18,75176","19,72941","7,29378","2,57092","41,5444700668282","2,442295854737","POLYGON ((2.44229555565694 41.544504895014, 2.44226701785209 41.5444427956789, 2.44229615381654 41.5444352386422, 2.4423246916461 41.5444973379704, 2.44229555565694 41.544504895014))"
"Zona blava","4,00991","8,39991","2,73243","1,46753","41,5357601590155","2,4407104142997","POLYGON ((2.44070210296436 41.5357476645132, 2.44072886746609 41.5357618528931, 2.44071872563823 41.5357726535171, 2.44069196113431 41.5357584651349, 2.44070210296436 41.5357476645132))"
