CODI,NOM,LAT,LNG,WKT
"82","Envasos","41,5416102403339","2,45605466217672","POINT (2.45605466217672 41.5416102403339)"
"82","Envasos","41,5382751981411","2,43630917862674","POINT (2.43630917862674 41.5382751981411)"
"82","Envasos","41,5388962780567","2,43848687712418","POINT (2.43848687712418 41.5388962780567)"
"82","Envasos","41,5389206311525","2,43125689810929","POINT (2.43125689810929 41.5389206311525)"
"82","Envasos","41,5423342544139","2,42250654902015","POINT (2.42250654902015 41.5423342544139)"
"82","Envasos","41,5362133285871","2,42160072709518","POINT (2.42160072709518 41.5362133285871)"
"82","Envasos","41,542487695319","2,4479617037381","POINT (2.4479617037381 41.542487695319)"
"82","Envasos","41,5325629781363","2,43420113683459","POINT (2.43420113683459 41.5325629781363)"
"82","Envasos","41,5441370738274","2,4407262939472","POINT (2.4407262939472 41.5441370738274)"
"82","Envasos","41,5379025861335","2,43429598977417","POINT (2.43429598977417 41.5379025861335)"
"82","Envasos","41,5411637506112","2,4426113105537","POINT (2.4426113105537 41.5411637506112)"
"82","Envasos","41,545955438637","2,42733217287358","POINT (2.42733217287358 41.545955438637)"
"82","Envasos","41,5383802936623","2,42904175284039","POINT (2.42904175284039 41.5383802936623)"
"82","Envasos","41,539188042565","2,43338802872592","POINT (2.43338802872592 41.539188042565)"
"82","Envasos","41,5501019956475","2,44055310092827","POINT (2.44055310092827 41.5501019956475)"
"82","Envasos","41,5484917823547","2,4303404089066","POINT (2.4303404089066 41.5484917823547)"
"82","Envasos","41,5436516645338","2,42928964986985","POINT (2.42928964986985 41.5436516645338)"
"82","Envasos","41,5393123393354","2,42621491609756","POINT (2.42621491609756 41.5393123393354)"
"82","Envasos","41,5458473179632","2,43047983825032","POINT (2.43047983825032 41.5458473179632)"
"82","Envasos","41,5488368718009","2,43271253395692","POINT (2.43271253395692 41.5488368718009)"
"82","Envasos","41,5777571283388","2,43655529198405","POINT (2.43655529198405 41.5777571283388)"
"82","Envasos","41,533366277824","2,43170613130222","POINT (2.43170613130222 41.533366277824)"
"82","Envasos","41,5419245552739","2,43491092805284","POINT (2.43491092805284 41.5419245552739)"
"82","Envasos","41,5473194440122","2,43928867888332","POINT (2.43928867888332 41.5473194440122)"
"82","Envasos","41,5441968684228","2,44619284679576","POINT (2.44619284679576 41.5441968684228)"
"82","Envasos","41,5262033079103","2,42743377249391","POINT (2.42743377249391 41.5262033079103)"
"82","Envasos","41,5441232036157","2,42958199573964","POINT (2.42958199573964 41.5441232036157)"
"82","Envasos","41,5458801954747","2,44652184642337","POINT (2.44652184642337 41.5458801954747)"
"82","Envasos","41,5607414373769","2,42841893048223","POINT (2.42841893048223 41.5607414373769)"
"82","Envasos","41,5376478457206","2,44575645168003","POINT (2.44575645168003 41.5376478457206)"
"82","Envasos","41,5339924409148","2,44716148215157","POINT (2.44716148215157 41.5339924409148)"
"82","Envasos","41,5361462459179","2,42278765380774","POINT (2.42278765380774 41.5361462459179)"
"82","Envasos","41,5498542802865","2,43581371947547","POINT (2.43581371947547 41.5498542802865)"
"82","Envasos","41,548660409986","2,44864795272852","POINT (2.44864795272852 41.548660409986)"
"82","Envasos","41,5516067562322","2,43565444837416","POINT (2.43565444837416 41.5516067562322)"
"82","Envasos","41,539402308089","2,43181529447513","POINT (2.43181529447513 41.539402308089)"
"82","Envasos","41,5537967028575","2,4446456946172","POINT (2.4446456946172 41.5537967028575)"
"82","Envasos","41,5509621343685","2,48490048804854","POINT (2.48490048804854 41.5509621343685)"
"82","Envasos","41,5498507020762","2,44862619229776","POINT (2.44862619229776 41.5498507020762)"
"82","Envasos","41,5431541929199","2,44765365685453","POINT (2.44765365685453 41.5431541929199)"
"82","Envasos","41,5422409572929","2,43980115495549","POINT (2.43980115495549 41.5422409572929)"
"82","Envasos","41,539923710327","2,42131945152135","POINT (2.42131945152135 41.539923710327)"
"82","Envasos","41,53619245913","2,44982634564697","POINT (2.44982634564697 41.53619245913)"
"82","Envasos","41,5551184761562","2,46424077609125","POINT (2.46424077609125 41.5551184761562)"
"82","Envasos","41,5471474594951","2,43686758916887","POINT (2.43686758916887 41.5471474594951)"
"82","Envasos","41,544488073723","2,43147012748874","POINT (2.43147012748874 41.544488073723)"
"82","Envasos","41,5392686032114","2,43379745226243","POINT (2.43379745226243 41.5392686032114)"
"82","Envasos","41,5435609012509","2,42246084918646","POINT (2.42246084918646 41.5435609012509)"
"82","Envasos","41,5387545087079","2,44190948710937","POINT (2.44190948710937 41.5387545087079)"
"82","Envasos","41,5361993918708","2,44896075509226","POINT (2.44896075509226 41.5361993918708)"
"82","Envasos","41,5462278899687","2,4305376414286","POINT (2.4305376414286 41.5462278899687)"
"82","Envasos","41,5370919676119","2,42646869968776","POINT (2.42646869968776 41.5370919676119)"
